target_id,p_joint,p_1d,p_2d,disagreement_1d,disagreement_2d
8973129,0.18684825,0.003465203,1.0,0.18338305,0.8131517
5280587,0.102434166,7.543399e-13,1.0,0.102434166,0.89756584
3939150,0.101659514,6.010046e-11,1.0,0.101659514,0.89834046
9478990,0.08564386,3.120667e-14,1.0,0.08564386,0.9143561
5770074,0.058591668,1.6592606e-12,1.0,0.058591668,0.94140834
9941859,0.1446597,2.8303964e-07,1.0,0.14465941,0.8553403
11662184,0.19412467,0.2514734,0.9999998,0.05734873,0.8058752
6497146,0.16310754,1.1446378e-05,0.99865603,0.1630961,0.8355485
5374854,0.18615845,1.6574546e-08,0.9999934,0.18615843,0.8138349
9030537,0.1059071,0.0002537876,1.0,0.10565331,0.8940929
8395660,0.17710494,2.4126117e-09,1.0,0.17710494,0.82289505
3548044,0.15150784,0.00046571245,1.0,0.15104213,0.84849215
6587280,0.10184916,6.93771e-11,1.0,0.10184916,0.89815086
7512982,0.15357167,1.1652427e-11,0.9999959,0.15357167,0.8464242
8164257,0.1701346,2.14743e-13,0.99999964,0.1701346,0.82986504
3447722,0.017984098,4.1386462e-29,0.99998903,0.017984098,0.98200494
9757613,0.05780691,7.1520487e-09,0.99997574,0.0578069,0.94216883
4725681,0.09393538,3.4005969e-12,1.0,0.09393538,0.9060646
4656049,0.21587421,0.33995837,1.0,0.12408416,0.7841258
9458613,0.1717141,5.3070224e-08,0.99999994,0.17171404,0.8282858
3541946,0.050004896,4.9621077e-13,0.9999995,0.050004896,0.9499946
5561278,0.15230852,2.39683e-12,1.0,0.15230852,0.8476915
11754430,0.14158474,2.0636172e-08,1.0,0.14158472,0.85841525
7445445,0.10043237,1.7968231e-10,1.0,0.10043237,0.8995676
11455428,0.088647835,9.282417e-09,0.9999997,0.08864783,0.91135186
7742408,0.05159314,1.0499573e-12,1.0,0.05159314,0.9484069
11551692,0.10876298,3.7873462e-14,1.0,0.10876298,0.891237
9892816,0.13363373,0.00024511298,1.0,0.13338862,0.86636627
9962455,0.14482905,0.00010518556,1.0,0.14472386,0.85517097
8156120,0.1070656,1.7348495e-07,1.0,0.10706543,0.8929344
5202905,0.0459319,0.0017440708,1.0,0.044187833,0.9540681
3632089,0.12669618,2.8659342e-08,1.0,0.12669615,0.87330383
8121310,0.07577093,2.2990602e-07,1.0,0.0757707,0.9242291
3867615,0.09318062,1.1498423e-09,1.0,0.09318062,0.9068194
3642335,0.12727323,0.42441815,1.0,0.29714492,0.8727268
4633570,0.1677224,2.251567e-15,0.99996436,0.1677224,0.83224195
8805348,0.052626546,1.26458595e-08,1.0,0.052626535,0.94737345
6368230,0.19358286,1.0,0.99999994,0.8064171,0.8064171
9071593,0.108381905,5.5651785e-09,1.0,0.1083819,0.8916181
5780460,0.17203845,3.7584694e-05,1.0,0.17200087,0.82796156
8463346,0.12441291,3.7900958e-05,1.0,0.12437501,0.8755871
6786037,0.18655896,0.9991932,1.0,0.8126342,0.81344104
3662838,0.04350624,1.7599255e-11,1.0,0.04350624,0.95649374
7603200,0.10331778,6.0756586e-12,1.0,0.10331778,0.8966822
6345732,0.18724784,6.740211e-10,0.99979675,0.18724784,0.8125489
8367113,0.15409195,6.105954e-09,1.0,0.15409195,0.84590805
7115785,0.15401289,0.5283718,0.9988808,0.37435892,0.84486794
11774991,0.13829438,2.2680657e-12,1.0,0.13829438,0.8617056
7265298,0.31270993,0.054180812,0.9998078,0.25852913,0.68709785
3234843,0.20184955,7.9785306e-05,1.0,0.20176977,0.7981504
6878240,0.1580349,0.00016578076,0.9999999,0.15786913,0.84196496
9651234,0.14758347,1.3485764e-11,0.9999998,0.14758347,0.85241634
7109675,0.084505856,1.6500757e-13,1.0,0.084505856,0.91549414
7347246,0.1397253,0.99367046,1.0,0.85394514,0.8602747
5956656,0.126896,1.1738197e-11,1.0,0.126896,0.873104
2581554,0.064349085,4.420933e-08,1.0,0.06434904,0.93565094
4035640,0.03856912,8.0580376e-11,1.0,0.03856912,0.9614309
11754553,0.13710958,1.0519916e-09,0.9933063,0.13710958,0.8561967
8494142,0.10026915,9.80118e-12,1.0,0.10026915,0.89973086
6061119,0.07852359,2.1386694e-14,1.0,0.07852359,0.9214764
8950853,0.12095096,8.9951314e-08,1.0,0.12095087,0.87904906
5184584,0.11899338,2.5586072e-05,0.99999964,0.118967794,0.88100624
7515212,0.13535422,1.21899504e-11,1.0,0.13535422,0.8646458
7517261,0.14912431,8.645018e-21,0.99956733,0.14912431,0.850443
4072526,0.107235834,2.3849697e-15,1.0,0.107235834,0.89276415
5436502,0.11098917,9.461312e-08,1.0,0.11098907,0.88901085
9366617,0.16834791,1.5247862e-07,1.0,0.16834776,0.8316521
9761882,0.14679094,9.601804e-08,0.99999833,0.14679085,0.8532074
6937692,0.16294502,0.99991745,1.0,0.8369724,0.83705497
11773022,0.057642005,9.1065905e-10,1.0,0.057642005,0.942358
6435936,0.07733502,4.008212e-12,0.9917948,0.07733502,0.9144598
5022828,0.14020537,1.4746501e-10,1.0,0.14020537,0.8597946
7021681,0.16124777,8.5824986e-11,0.9971813,0.16124777,0.8359335
6429812,0.24182005,0.23549712,0.9999911,0.006322935,0.7581711
7269493,0.12809019,2.9382136e-13,1.0,0.12809019,0.8719098
8043638,0.16588227,5.0376237e-10,0.99999994,0.16588227,0.83411765
7955580,0.16962698,1.0055689e-09,0.9954657,0.16962698,0.8258387
2716801,0.3076672,0.99999946,1.0,0.69233227,0.6923328
6716545,0.13729753,0.026131047,0.9999947,0.11116648,0.8626972
9845898,0.128689,1.3406651e-10,1.0,0.128689,0.871311
12266636,0.11367081,1.3958464e-07,1.0,0.11367067,0.8863292
5096590,0.138815,5.7234715e-15,0.99999994,0.138815,0.86118495
11904151,0.06997581,4.8238263e-13,1.0,0.06997581,0.9300242
7212184,0.10089019,2.9777646e-06,1.0,0.10088721,0.89910984
8826007,0.14595541,1.6618833e-08,0.99999386,0.1459554,0.8540385
3247268,0.14402483,7.118318e-11,1.0,0.14402483,0.85597515
9225395,0.18398891,2.6314726e-07,0.99999946,0.18398865,0.81601053
2716853,0.23747255,0.828951,0.9999986,0.59147847,0.7625261
7287995,0.11536644,2.553362e-05,1.0,0.1153409,0.88463354
5526717,0.13051826,3.6144542e-11,1.0,0.13051826,0.86948174
9026749,0.21944064,0.015433489,0.9999994,0.20400715,0.78055876
6436029,0.11131956,0.47605345,0.9999889,0.36473387,0.8886694
2995392,0.16912742,0.9993367,1.0,0.8302093,0.8308726
6026438,0.098941244,2.5256165e-11,1.0,0.098941244,0.90105873
9839821,0.076300606,4.7310514e-05,1.0,0.076253295,0.9236994
11623629,0.14458217,9.17337e-15,1.0,0.14458217,0.85541785
3964109,0.21729387,0.99997216,1.0,0.7826783,0.78270614
1871056,0.13504876,2.2521245e-12,1.0,0.13504876,0.86495125
2442448,0.11697822,2.1700595e-13,1.0,0.11697822,0.8830218
6948054,0.08191604,3.168061e-08,0.99691373,0.08191601,0.9149977
5706966,0.089452095,0.0014494701,1.0,0.08800262,0.9105479
4476123,0.27531677,0.99989647,0.9997393,0.7245797,0.7244225
5213404,0.14600204,1.0,1.0,0.85399795,0.85399795
9823457,0.12050381,1.5164714e-14,0.9999935,0.12050381,0.87948966
3120355,0.13692151,1.6547199e-07,1.0,0.13692135,0.8630785
6196457,0.13329336,2.2584597e-13,1.0,0.13329336,0.8667066
