kepid,kepoi_name,koi_disposition
10004738,K01598.02,CONFIRMED
7304449,K01702.01,CONFIRMED
7386827,K01704.01,CONFIRMED
7522911,K01705.01,CONFIRMED
7626370,K01706.01,CONFIRMED
7703955,K01707.01,CONFIRMED
7512982,K01480.01,CONFIRMED
9597806,K01481.01,CONFIRMED
9663113,K00179.02,CONFIRMED
10004738,K01598.03,CONFIRMED
5474613,K01599.01,CONFIRMED
5438757,K01601.01,CONFIRMED
5438757,K01601.02,CONFIRMED
5972334,K00191.04,CONFIRMED
7815744,K01710.01,CONFIRMED
7955580,K01711.01,CONFIRMED
8230616,K01713.01,CONFIRMED
7898352,K01486.01,CONFIRMED
11402995,K00173.01,CONFIRMED
7898352,K01486.02,CONFIRMED
7951018,K01553.01,CONFIRMED
7747425,K01952.04,CONFIRMED
9892816,K01955.01,CONFIRMED
9892816,K01955.02,CONFIRMED
9836149,K01958.01,CONFIRMED
4813563,K01959.01,CONFIRMED
2985767,K02032.01,CONFIRMED
2304320,K02033.01,CONFIRMED
3657758,K02034.01,CONFIRMED
9790806,K02035.01,CONFIRMED
6382217,K02036.01,CONFIRMED
5375194,K01825.01,CONFIRMED
6468138,K01826.01,CONFIRMED
10019708,K00199.01,CONFIRMED
11875734,K01828.01,CONFIRMED
7046804,K00205.01,CONFIRMED
7449136,K01890.01,CONFIRMED
8680979,K01891.01,CONFIRMED
8680979,K01891.02,CONFIRMED
9030537,K01892.01,CONFIRMED
6949061,K01960.01,CONFIRMED
7269493,K01961.01,CONFIRMED
11657891,K01965.01,CONFIRMED
6305192,K00219.01,CONFIRMED
6382217,K02036.02,CONFIRMED
9634821,K02037.01,CONFIRMED
8950568,K02038.01,CONFIRMED
3326377,K01830.01,CONFIRMED
11601584,K01831.01,CONFIRMED
11601584,K01831.02,CONFIRMED
11601584,K01831.03,CONFIRMED
11601584,K01831.04,CONFIRMED
8689793,K01893.01,CONFIRMED
11673802,K01894.01,CONFIRMED
4263293,K01895.01,CONFIRMED
4263293,K01895.02,CONFIRMED
4263293,K01895.03,CONFIRMED
5695524,K01897.01,CONFIRMED
6205897,K01967.01,CONFIRMED
7948784,K01968.01,CONFIRMED
9244756,K01969.01,CONFIRMED
9650808,K01970.01,CONFIRMED
9650808,K01970.02,CONFIRMED
8950568,K02038.02,CONFIRMED
8950568,K02038.03,CONFIRMED
8950568,K02038.04,CONFIRMED
8804845,K02039.01,CONFIRMED
10480915,K02040.01,CONFIRMED
11709244,K01832.01,CONFIRMED
11709244,K01832.02,CONFIRMED
11709244,K01832.03,CONFIRMED
11853878,K01833.01,CONFIRMED
5728139,K00206.01,CONFIRMED
7668663,K01898.01,CONFIRMED
7047922,K01899.01,CONFIRMED
9353314,K01900.01,CONFIRMED
3629967,K01901.01,CONFIRMED
9347009,K01971.01,CONFIRMED
4917596,K01973.01,CONFIRMED
11046458,K00214.01,CONFIRMED
7132798,K00220.01,CONFIRMED
3448130,K02043.01,CONFIRMED
9656252,K02044.01,CONFIRMED
6026438,K02045.01,CONFIRMED
9471268,K01835.01,CONFIRMED
9471268,K01835.02,CONFIRMED
9471268,K01835.03,CONFIRMED
10657406,K01837.01,CONFIRMED
5526527,K01838.01,CONFIRMED
8766650,K01904.01,CONFIRMED
10328393,K01905.01,CONFIRMED
7094486,K01907.01,CONFIRMED
7289577,K01974.01,CONFIRMED
8543100,K01975.01,CONFIRMED
2693736,K01976.01,CONFIRMED
9412760,K01977.01,CONFIRMED
9412760,K01977.02,CONFIRMED
6026438,K02045.02,CONFIRMED
10663396,K02046.01,CONFIRMED
11457726,K02047.01,CONFIRMED
8956206,K02048.01,CONFIRMED
9649706,K02049.01,CONFIRMED
5856571,K01839.01,CONFIRMED
7765528,K01840.01,CONFIRMED
11760231,K01841.01,CONFIRMED
7779077,K01842.01,CONFIRMED
6046540,K00200.01,CONFIRMED
5706966,K01908.01,CONFIRMED
3762468,K00208.01,CONFIRMED
5706966,K01908.02,CONFIRMED
10130039,K01909.01,CONFIRMED
10130039,K01909.02,CONFIRMED
9518318,K01978.01,CONFIRMED
9518318,K01978.02,CONFIRMED
7273277,K01979.01,CONFIRMED
11769890,K01980.01,CONFIRMED
6862721,K01982.01,CONFIRMED
12301181,K02059.01,CONFIRMED
9279354,K02060.01,CONFIRMED
6774880,K02062.01,CONFIRMED
3937519,K00221.01,CONFIRMED
7449541,K02063.01,CONFIRMED
5080636,K01843.01,CONFIRMED
3338885,K01845.01,CONFIRMED
3338885,K01845.02,CONFIRMED
6776401,K01847.01,CONFIRMED
10130039,K01909.03,CONFIRMED
8226050,K01910.01,CONFIRMED
9965957,K01911.01,CONFIRMED
9704384,K01913.01,CONFIRMED
8426567,K01914.01,CONFIRMED
10094670,K01984.01,CONFIRMED
8142942,K01985.01,CONFIRMED
8257205,K01986.01,CONFIRMED
9044228,K01988.01,CONFIRMED
7265298,K02051.01,CONFIRMED
7265298,K02051.02,CONFIRMED
7132798,K00220.02,CONFIRMED
2307415,K02053.01,CONFIRMED
7430034,K01848.01,CONFIRMED
9735426,K01849.01,CONFIRMED
8826168,K01850.01,CONFIRMED
10464050,K01851.01,CONFIRMED
9763348,K01852.01,CONFIRMED
9101496,K01915.01,CONFIRMED
6037581,K01916.01,CONFIRMED
10723750,K00209.01,CONFIRMED
6037581,K01916.02,CONFIRMED
6037581,K01916.03,CONFIRMED
10779233,K01989.01,CONFIRMED
11614617,K01990.01,CONFIRMED
11450414,K01992.01,CONFIRMED
4736569,K01996.01,CONFIRMED
10384798,K01997.01,CONFIRMED
2307415,K02053.02,CONFIRMED
3128552,K02055.01,CONFIRMED
10134152,K02056.01,CONFIRMED
9573685,K02057.01,CONFIRMED
10329835,K02058.01,CONFIRMED
6849046,K00201.01,CONFIRMED
8804397,K01853.01,CONFIRMED
9662811,K01854.01,CONFIRMED
11297236,K01857.01,CONFIRMED
10074466,K01917.01,CONFIRMED
8218379,K01920.01,CONFIRMED
7755636,K01921.01,CONFIRMED
9411166,K01922.01,CONFIRMED
4989057,K01923.01,CONFIRMED
9834040,K01998.01,CONFIRMED
6152974,K00216.01,CONFIRMED
8802693,K02000.01,CONFIRMED
6061773,K02001.01,CONFIRMED
10024701,K02002.01,CONFIRMED
3239671,K02066.01,CONFIRMED
9304101,K02067.01,CONFIRMED
11360571,K02069.01,CONFIRMED
6035124,K02071.01,CONFIRMED
8160953,K01858.01,CONFIRMED
4157325,K01860.01,CONFIRMED
4157325,K01860.02,CONFIRMED
4157325,K01860.03,CONFIRMED
9955598,K01925.01,CONFIRMED
10723750,K00209.02,CONFIRMED
5770074,K01928.01,CONFIRMED
10136549,K01929.01,CONFIRMED
12154526,K02004.01,CONFIRMED
6665512,K02005.01,CONFIRMED
10525027,K02006.01,CONFIRMED
11069176,K02007.01,CONFIRMED
10005758,K01783.01,CONFIRMED
5864975,K01787.01,CONFIRMED
2975770,K01788.01,CONFIRMED
7877496,K00202.01,CONFIRMED
7286173,K01862.01,CONFIRMED
11126381,K01863.01,CONFIRMED
4149450,K01864.01,CONFIRMED
10136549,K01929.02,CONFIRMED
5511081,K01930.01,CONFIRMED
5511081,K01930.02,CONFIRMED
5511081,K01930.03,CONFIRMED
5511081,K01930.04,CONFIRMED
10978763,K01931.01,CONFIRMED
11069176,K02007.02,CONFIRMED
6152974,K00216.02,CONFIRMED
5631630,K02010.01,CONFIRMED
6504954,K01790.01,CONFIRMED
9410930,K00196.01,CONFIRMED
10676014,K01797.01,CONFIRMED
9520838,K01866.01,CONFIRMED
8167996,K01867.01,CONFIRMED
8167996,K01867.02,CONFIRMED
8167996,K01867.03,CONFIRMED
6773862,K01868.01,CONFIRMED
10978763,K01931.02,CONFIRMED
10978763,K01931.03,CONFIRMED
5202905,K01932.01,CONFIRMED
9072190,K01933.01,CONFIRMED
5384079,K02011.01,CONFIRMED
9839821,K02012.01,CONFIRMED
4056616,K02013.01,CONFIRMED
8492026,K02016.01,CONFIRMED
11017901,K01800.01,CONFIRMED
5088591,K01801.01,CONFIRMED
11298298,K01802.01,CONFIRMED
10187159,K01870.01,CONFIRMED
9758089,K01871.01,CONFIRMED
10619192,K00203.01,CONFIRMED
4939346,K01873.01,CONFIRMED
10190777,K01937.01,CONFIRMED
9651234,K01938.01,CONFIRMED
7045496,K01939.01,CONFIRMED
8750043,K02017.01,CONFIRMED
9973109,K02018.01,CONFIRMED
6226290,K02019.01,CONFIRMED
9595827,K00217.01,CONFIRMED
9349482,K02020.01,CONFIRMED
4644952,K01805.01,CONFIRMED
2987027,K00197.01,CONFIRMED
4644952,K01805.02,CONFIRMED
4644952,K01805.03,CONFIRMED
8978528,K01874.01,CONFIRMED
8978528,K01874.02,CONFIRMED
9967771,K01875.01,CONFIRMED
11622600,K01876.01,CONFIRMED
10454632,K01877.01,CONFIRMED
10005788,K01940.01,CONFIRMED
2832589,K01942.01,CONFIRMED
2438513,K01944.01,CONFIRMED
6356207,K02021.01,CONFIRMED
8564674,K02022.01,CONFIRMED
8564674,K02022.02,CONFIRMED
8578780,K02023.01,CONFIRMED
4544907,K02024.01,CONFIRMED
7761918,K01808.01,CONFIRMED
8240797,K01809.01,CONFIRMED
8240797,K01809.02,CONFIRMED
9455325,K01813.01,CONFIRMED
3098810,K01878.01,CONFIRMED
8367644,K01879.01,CONFIRMED
10332883,K01880.01,CONFIRMED
9305831,K00204.01,CONFIRMED
11656918,K01945.01,CONFIRMED
4636578,K02025.01,CONFIRMED
4636578,K02025.02,CONFIRMED
4636578,K02025.03,CONFIRMED
11923284,K02026.01,CONFIRMED
5621125,K01814.01,CONFIRMED
9872283,K01815.01,CONFIRMED
7870032,K01818.01,CONFIRMED
9597058,K01819.01,CONFIRMED
4035640,K01881.01,CONFIRMED
6205228,K01882.01,CONFIRMED
11758544,K01883.01,CONFIRMED
3118797,K01950.01,CONFIRMED
7747425,K01952.01,CONFIRMED
7747425,K01952.02,CONFIRMED
7747425,K01952.03,CONFIRMED
7102316,K02028.01,CONFIRMED
7102316,K02028.02,CONFIRMED
9489524,K02029.01,CONFIRMED
9489524,K02029.02,CONFIRMED
5940165,K02031.01,CONFIRMED
8277797,K01820.01,CONFIRMED
8277797,K01820.02,CONFIRMED
5124667,K01822.01,CONFIRMED
2989404,K01824.01,CONFIRMED
2989404,K01824.02,CONFIRMED
11413812,K01885.01,CONFIRMED
9549648,K01886.01,CONFIRMED
10063802,K01888.01,CONFIRMED
11074178,K01889.01,CONFIRMED
11074178,K01889.02,CONFIRMED
5942808,K02250.01,CONFIRMED
6206214,K02252.01,CONFIRMED
8959839,K02253.01,CONFIRMED
7672097,K02255.01,CONFIRMED
5599774,K02337.01,CONFIRMED
8099138,K02338.01,CONFIRMED
7033233,K02339.01,CONFIRMED
6383785,K00239.02,CONFIRMED
9411412,K02101.01,CONFIRMED
7008211,K02102.01,CONFIRMED
7620413,K02103.01,CONFIRMED
4545187,K00223.01,CONFIRMED
10854546,K02104.01,CONFIRMED
11774991,K02173.01,CONFIRMED
11774991,K02173.02,CONFIRMED
8261920,K02174.02,CONFIRMED
8261920,K02174.03,CONFIRMED
9112931,K02256.01,CONFIRMED
9071593,K02257.01,CONFIRMED
8126558,K02259.01,CONFIRMED
11811193,K02260.01,CONFIRMED
3734418,K02261.01,CONFIRMED
8681734,K02340.01,CONFIRMED
10212441,K02342.01,CONFIRMED
8247771,K02344.01,CONFIRMED
8165946,K02105.01,CONFIRMED
12017109,K02106.01,CONFIRMED
9225395,K02107.01,CONFIRMED
10709622,K02108.01,CONFIRMED
11499228,K02109.01,CONFIRMED
9022166,K02175.01,CONFIRMED
10965588,K02177.01,CONFIRMED
10670119,K02179.01,CONFIRMED
10670119,K02179.02,CONFIRMED
8491277,K00234.01,CONFIRMED
8613535,K02263.01,CONFIRMED
12256520,K02264.01,CONFIRMED
5629538,K02345.01,CONFIRMED
8561231,K02346.01,CONFIRMED
8235924,K02347.01,CONFIRMED
6941084,K02348.01,CONFIRMED
6200235,K02350.01,CONFIRMED
11460462,K02110.01,CONFIRMED
8612275,K02111.01,CONFIRMED
8612275,K02111.02,CONFIRMED
7207061,K02113.01,CONFIRMED
4545187,K00223.02,CONFIRMED
7286911,K02180.01,CONFIRMED
8591173,K02181.01,CONFIRMED
6962109,K02182.01,CONFIRMED
5706595,K02183.01,CONFIRMED
5706595,K02183.02,CONFIRMED
10489345,K02266.01,CONFIRMED
10329469,K02271.01,CONFIRMED
9717943,K02273.01,CONFIRMED
8026752,K00240.01,CONFIRMED
1872821,K02351.01,CONFIRMED
8013439,K02352.01,CONFIRMED
8013439,K02352.02,CONFIRMED
8013439,K02352.03,CONFIRMED
7207061,K02113.02,CONFIRMED
6921944,K02114.01,CONFIRMED
9532052,K02115.01,CONFIRMED
8164012,K02116.01,CONFIRMED
4140813,K02117.01,CONFIRMED
8611781,K02185.01,CONFIRMED
5601258,K02191.01,CONFIRMED
7960980,K02274.01,CONFIRMED
8107225,K00235.01,CONFIRMED
3458028,K02276.01,CONFIRMED
3342794,K02278.01,CONFIRMED
3342794,K02278.02,CONFIRMED
5716932,K02358.01,CONFIRMED
11288051,K00241.01,CONFIRMED
11566256,K02361.01,CONFIRMED
8495415,K02362.02,CONFIRMED
4055304,K02119.01,CONFIRMED
4857213,K02120.01,CONFIRMED
9415108,K02121.01,CONFIRMED
4262581,K02122.01,CONFIRMED
8591693,K02123.01,CONFIRMED
4833421,K00232.01,CONFIRMED
8282651,K02193.01,CONFIRMED
3548044,K02194.01,CONFIRMED
11401767,K02195.01,CONFIRMED
10909127,K02200.01,CONFIRMED
3661886,K02279.01,CONFIRMED
3661886,K02279.02,CONFIRMED
2439243,K02280.01,CONFIRMED
9221517,K02281.01,CONFIRMED
6751874,K02282.01,CONFIRMED
10863608,K02368.01,CONFIRMED
5602588,K02369.01,CONFIRMED
11288051,K00241.02,CONFIRMED
9405595,K02125.01,CONFIRMED
3546060,K02126.01,CONFIRMED
4144576,K02202.01,CONFIRMED
8494542,K02204.01,CONFIRMED
9992325,K02205.01,CONFIRMED
9945370,K02285.01,CONFIRMED
8973129,K02286.01,CONFIRMED
12505654,K02353.01,CONFIRMED
11670125,K02355.01,CONFIRMED
11461844,K02356.01,CONFIRMED
9351920,K02129.01,CONFIRMED
2161536,K02130.01,CONFIRMED
10549023,K02131.01,CONFIRMED
9661979,K02132.01,CONFIRMED
8219268,K02133.01,CONFIRMED
10531955,K02208.01,CONFIRMED
4833421,K00232.02,CONFIRMED
8168187,K02209.01,CONFIRMED
4142847,K02210.01,CONFIRMED
10203349,K02212.01,CONFIRMED
9718066,K02287.01,CONFIRMED
3867615,K02289.01,CONFIRMED
12121570,K02290.01,CONFIRMED
8410415,K02291.01,CONFIRMED
7987866,K02363.01,CONFIRMED
11560897,K02365.01,CONFIRMED
11342416,K02366.01,CONFIRMED
9086251,K02367.01,CONFIRMED
4254466,K02134.01,CONFIRMED
9904006,K02135.01,CONFIRMED
9364609,K02137.01,CONFIRMED
7457296,K02213.01,CONFIRMED
10328458,K02214.01,CONFIRMED
4248120,K02216.01,CONFIRMED
8321314,K02293.01,CONFIRMED
11498128,K02296.01,CONFIRMED
8041216,K00237.01,CONFIRMED
11824786,K02371.01,CONFIRMED
12254909,K02372.01,CONFIRMED
9364290,K02374.01,CONFIRMED
9364290,K02374.02,CONFIRMED
5022828,K02138.01,CONFIRMED
8233702,K02140.01,CONFIRMED
11403339,K02143.01,CONFIRMED
8260902,K02144.01,CONFIRMED
8381204,K02145.01,CONFIRMED
12058204,K02218.01,CONFIRMED
12058204,K02218.02,CONFIRMED
4833421,K00232.03,CONFIRMED
5357545,K02219.01,CONFIRMED
6871071,K02220.01,CONFIRMED
5342473,K02297.01,CONFIRMED
9963265,K02299.01,CONFIRMED
10583761,K02300.01,CONFIRMED
7542813,K02302.01,CONFIRMED
12058147,K02072.01,CONFIRMED
8164257,K02073.01,CONFIRMED
8164257,K02073.02,CONFIRMED
8164257,K02073.03,CONFIRMED
6774537,K02146.01,CONFIRMED
10404582,K02147.01,CONFIRMED
5959753,K00226.01,CONFIRMED
6021193,K02148.01,CONFIRMED
6021193,K02148.02,CONFIRMED
6871071,K02220.02,CONFIRMED
6871071,K02220.03,CONFIRMED
6287313,K02221.01,CONFIRMED
9278725,K02223.01,CONFIRMED
4458082,K02303.01,CONFIRMED
8042453,K02304.01,CONFIRMED
10874215,K02305.01,CONFIRMED
3937519,K00221.02,CONFIRMED
8866137,K02074.01,CONFIRMED
10857519,K02075.01,CONFIRMED
9517393,K02076.01,CONFIRMED
9351316,K02078.01,CONFIRMED
6021193,K02148.03,CONFIRMED
10617017,K02149.01,CONFIRMED
3229150,K02150.01,CONFIRMED
9641481,K02152.01,CONFIRMED
8892157,K02224.01,CONFIRMED
11569782,K02225.01,CONFIRMED
4833421,K00232.04,CONFIRMED
7219825,K00238.01,CONFIRMED
3749978,K02308.01,CONFIRMED
10010440,K02309.01,CONFIRMED
11718144,K02310.01,CONFIRMED
9473078,K02079.01,CONFIRMED
10864531,K02080.01,CONFIRMED
10864531,K02080.02,CONFIRMED
9472000,K02082.01,CONFIRMED
10253547,K02153.01,CONFIRMED
10253547,K02153.02,CONFIRMED
12505076,K02154.01,CONFIRMED
12116380,K02155.01,CONFIRMED
2556650,K02156.01,CONFIRMED
10600955,K02227.01,CONFIRMED
4473226,K02229.01,CONFIRMED
2854181,K02232.01,CONFIRMED
10132832,K02313.01,CONFIRMED
3219995,K02314.01,CONFIRMED
6062929,K02315.01,CONFIRMED
7504778,K02316.01,CONFIRMED
7219825,K00238.02,CONFIRMED
7097965,K02083.01,CONFIRMED
4249725,K00222.01,CONFIRMED
3967326,K02084.01,CONFIRMED
6768394,K02086.01,CONFIRMED
6768394,K02086.02,CONFIRMED
5211199,K02158.01,CONFIRMED
5546761,K02160.01,CONFIRMED
9205938,K02162.01,CONFIRMED
10723367,K02236.01,CONFIRMED
10723367,K02236.02,CONFIRMED
5005121,K02237.01,CONFIRMED
4833421,K00232.05,CONFIRMED
8229458,K02238.01,CONFIRMED
10684670,K02317.01,CONFIRMED
11495458,K02318.01,CONFIRMED
9003401,K02319.01,CONFIRMED
5978559,K02321.01,CONFIRMED
6768394,K02086.03,CONFIRMED
6922710,K02087.01,CONFIRMED
11348997,K02090.01,CONFIRMED
5705819,K02091.01,CONFIRMED
6696580,K02092.01,CONFIRMED
11358389,K02163.01,CONFIRMED
7204981,K02164.01,CONFIRMED
3847907,K00229.01,CONFIRMED
4370527,K02166.01,CONFIRMED
6041734,K02167.01,CONFIRMED
5125347,K02241.01,CONFIRMED
9336200,K02242.01,CONFIRMED
4770617,K02243.01,CONFIRMED
4454934,K02245.01,CONFIRMED
9458343,K02246.01,CONFIRMED
7120108,K02325.01,CONFIRMED
10730703,K02327.01,CONFIRMED
8007644,K02328.01,CONFIRMED
11192235,K02329.01,CONFIRMED
6383785,K00239.01,CONFIRMED
6696580,K02092.02,CONFIRMED
4249725,K00222.02,CONFIRMED
8505920,K02094.01,CONFIRMED
7918992,K02095.01,CONFIRMED
11308499,K02168.01,CONFIRMED
11308499,K02168.02,CONFIRMED
9006186,K02169.01,CONFIRMED
9006186,K02169.02,CONFIRMED
7802719,K02247.01,CONFIRMED
11030475,K02248.01,CONFIRMED
12401863,K02331.01,CONFIRMED
5534941,K02332.01,CONFIRMED
11121752,K02333.01,CONFIRMED
11121752,K02333.02,CONFIRMED
2990873,K02335.01,CONFIRMED
9307509,K02096.01,CONFIRMED
10158729,K02097.01,CONFIRMED
6105462,K02098.01,CONFIRMED
3120355,K02099.01,CONFIRMED
6047072,K02100.01,CONFIRMED
9006186,K02169.03,CONFIRMED
11410904,K02171.01,CONFIRMED
4173026,K02172.01,CONFIRMED
5350244,K02555.01,CONFIRMED
5374403,K02556.01,CONFIRMED
11752906,K00253.02,CONFIRMED
1995519,K02634.01,CONFIRMED
4914566,K02635.01,CONFIRMED
6198182,K02636.01,CONFIRMED
10024051,K02409.01,CONFIRMED
4349452,K00244.01,CONFIRMED
8073806,K02411.01,CONFIRMED
3234598,K02413.01,CONFIRMED
10453588,K02484.01,CONFIRMED
11125613,K02485.01,CONFIRMED
7212184,K02487.01,CONFIRMED
9757613,K00250.02,CONFIRMED
6605493,K02559.01,CONFIRMED
7259298,K02561.01,CONFIRMED
6211812,K02638.01,CONFIRMED
3234598,K02413.02,CONFIRMED
8611832,K02414.01,CONFIRMED
8611832,K02414.02,CONFIRMED
5621586,K02415.01,CONFIRMED
9210387,K02416.01,CONFIRMED
11852982,K00247.01,CONFIRMED
8559152,K02488.01,CONFIRMED
2718778,K02489.01,CONFIRMED
3122913,K02490.01,CONFIRMED
9229657,K02491.01,CONFIRMED
5175024,K02563.01,CONFIRMED
9026749,K02564.01,CONFIRMED
5794240,K00254.01,CONFIRMED
6933567,K02643.01,CONFIRMED
9654468,K02417.01,CONFIRMED
4349452,K00244.02,CONFIRMED
10027247,K02418.01,CONFIRMED
6343170,K02419.01,CONFIRMED
7107802,K02420.01,CONFIRMED
11752632,K02492.01,CONFIRMED
10028535,K02493.01,CONFIRMED
7047207,K02494.01,CONFIRMED
9757613,K00250.03,CONFIRMED
11962284,K02647.01,CONFIRMED
6842682,K02649.01,CONFIRMED
8890150,K02650.01,CONFIRMED
8890150,K02650.02,CONFIRMED
11360805,K02422.01,CONFIRMED
9845898,K02423.01,CONFIRMED
12453581,K02424.01,CONFIRMED
11179076,K02497.01,CONFIRMED
5364071,K00248.01,CONFIRMED
5959719,K02498.01,CONFIRMED
7021681,K00255.01,CONFIRMED
4346178,K02652.01,CONFIRMED
9664142,K02654.01,CONFIRMED
10018233,K02655.01,CONFIRMED
8081899,K02426.01,CONFIRMED
8478994,K00245.01,CONFIRMED
8631504,K02503.01,CONFIRMED
8110767,K02504.01,CONFIRMED
6767840,K02506.01,CONFIRMED
8379705,K02507.01,CONFIRMED
9896018,K02579.01,CONFIRMED
11037511,K02580.01,CONFIRMED
9757613,K00250.04,CONFIRMED
11818872,K02581.01,CONFIRMED
11771430,K02582.01,CONFIRMED
5513012,K02668.01,CONFIRMED
11253827,K02672.01,CONFIRMED
7047363,K02432.01,CONFIRMED
11968463,K02433.01,CONFIRMED
11968463,K02433.02,CONFIRMED
9880190,K02509.01,CONFIRMED
5364071,K00248.02,CONFIRMED
10387742,K02583.01,CONFIRMED
7673841,K02585.01,CONFIRMED
9827149,K02586.01,CONFIRMED
5546691,K02587.01,CONFIRMED
12156347,K02588.01,CONFIRMED
8547429,K02658.01,CONFIRMED
9893318,K02660.01,CONFIRMED
8570333,K02436.01,CONFIRMED
8478994,K00245.02,CONFIRMED
5036705,K02437.01,CONFIRMED
9653622,K02513.01,CONFIRMED
8947520,K02517.01,CONFIRMED
10468885,K02589.01,CONFIRMED
3861595,K00004.01,CONFIRMED
10489206,K00251.01,CONFIRMED
3426367,K02662.01,CONFIRMED
5562090,K02664.01,CONFIRMED
6867555,K02439.01,CONFIRMED
5339567,K02440.01,CONFIRMED
11080405,K02442.01,CONFIRMED
10059645,K02520.01,CONFIRMED
5364071,K00248.03,CONFIRMED
7183745,K02521.01,CONFIRMED
8212002,K02593.01,CONFIRMED
8004903,K02594.01,CONFIRMED
8883329,K02595.01,CONFIRMED
8883329,K02595.02,CONFIRMED
11253827,K02672.02,CONFIRMED
5514383,K00257.01,CONFIRMED
8022489,K02674.01,CONFIRMED
8022489,K02674.02,CONFIRMED
8022489,K02674.03,CONFIRMED
9209624,K02443.01,CONFIRMED
9209624,K02443.02,CONFIRMED
3354846,K02444.01,CONFIRMED
8478994,K00245.03,CONFIRMED
7183745,K02521.02,CONFIRMED
9177629,K02522.01,CONFIRMED
7778767,K02523.01,CONFIRMED
7515762,K02524.01,CONFIRMED
5942949,K02525.01,CONFIRMED
12120307,K02597.01,CONFIRMED
12120307,K02597.02,CONFIRMED
12120307,K02597.03,CONFIRMED
11701407,K02376.01,CONFIRMED
11288051,K00241.03,CONFIRMED
10813132,K02378.01,CONFIRMED
5857540,K02448.01,CONFIRMED
7289317,K02450.01,CONFIRMED
7879433,K02527.01,CONFIRMED
9205907,K02528.01,CONFIRMED
8463346,K02529.01,CONFIRMED
5364071,K00248.04,CONFIRMED
10489206,K00251.02,CONFIRMED
10068659,K02602.01,CONFIRMED
9395024,K02383.01,CONFIRMED
8478994,K00245.04,CONFIRMED
9753154,K02457.01,CONFIRMED
9011825,K02530.01,CONFIRMED
5174858,K02532.01,CONFIRMED
11074835,K02533.01,CONFIRMED
1996180,K02534.01,CONFIRMED
6269070,K02608.01,CONFIRMED
12254378,K02387.01,CONFIRMED
7604328,K02458.01,CONFIRMED
11236244,K02460.01,CONFIRMED
9837685,K02461.01,CONFIRMED
5042210,K02462.01,CONFIRMED
12454461,K02463.01,CONFIRMED
9635606,K02535.01,CONFIRMED
3728701,K02536.01,CONFIRMED
1849702,K02538.01,CONFIRMED
9390653,K00249.01,CONFIRMED
11187837,K00252.01,CONFIRMED
8025596,K02615.01,CONFIRMED
8494617,K02389.01,CONFIRMED
10289119,K02390.01,CONFIRMED
7382313,K02392.01,CONFIRMED
8544992,K02466.01,CONFIRMED
8544992,K02466.02,CONFIRMED
11295426,K00246.01,CONFIRMED
12306058,K02541.01,CONFIRMED
6183511,K02542.01,CONFIRMED
12469800,K02543.01,CONFIRMED
4915638,K02617.01,CONFIRMED
8081905,K02619.01,CONFIRMED
11465950,K02620.01,CONFIRMED
4665571,K02393.01,CONFIRMED
9269042,K02397.01,CONFIRMED
11461433,K02399.01,CONFIRMED
11818607,K02467.01,CONFIRMED
8380709,K02468.01,CONFIRMED
6149910,K02469.01,CONFIRMED
5436013,K02471.01,CONFIRMED
8676148,K02544.01,CONFIRMED
9696358,K02545.01,CONFIRMED
4484336,K02547.01,CONFIRMED
9757613,K00250.01,CONFIRMED
11752906,K00253.01,CONFIRMED
10916600,K02623.01,CONFIRMED
8429314,K02624.01,CONFIRMED
9153570,K02625.01,CONFIRMED
11768142,K02626.01,CONFIRMED
8481129,K02402.01,CONFIRMED
2142522,K02403.01,CONFIRMED
9395719,K02472.01,CONFIRMED
8753896,K02473.01,CONFIRMED
11295426,K00246.02,CONFIRMED
8757824,K02552.01,CONFIRMED
9832208,K02553.01,CONFIRMED
6124512,K02627.01,CONFIRMED
10070468,K02628.01,CONFIRMED
7584650,K02631.01,CONFIRMED
11337566,K02632.01,CONFIRMED
5007345,K02406.01,CONFIRMED
12120484,K02407.01,CONFIRMED
6429812,K02408.01,CONFIRMED
6846911,K02477.01,CONFIRMED
5963582,K02479.01,CONFIRMED
11403389,K02482.01,CONFIRMED
9851662,K02483.01,CONFIRMED
8758204,K02841.01,CONFIRMED
8733898,K02842.01,CONFIRMED
8733898,K02842.02,CONFIRMED
10332213,K02919.01,CONFIRMED
7090524,K02920.01,CONFIRMED
11133306,K00276.01,CONFIRMED
5871985,K02703.01,CONFIRMED
8292840,K00260.02,CONFIRMED
9730163,K02704.01,CONFIRMED
9730163,K02704.02,CONFIRMED
11453592,K02705.01,CONFIRMED
10591855,K02845.01,CONFIRMED
7749773,K02848.01,CONFIRMED
9451706,K00271.03,CONFIRMED
10064256,K02849.01,CONFIRMED
7609553,K02924.01,CONFIRMED
10122538,K02926.01,CONFIRMED
10122538,K02926.02,CONFIRMED
5480640,K02707.01,CONFIRMED
5480640,K02707.02,CONFIRMED
5480640,K02707.03,CONFIRMED
5175986,K02708.01,CONFIRMED
9008737,K02768.01,CONFIRMED
9008737,K02768.02,CONFIRMED
6521045,K00041.02,CONFIRMED
6697605,K02851.01,CONFIRMED
6294819,K02852.01,CONFIRMED
11401755,K00277.01,CONFIRMED
8292840,K00260.03,CONFIRMED
5272233,K02711.01,CONFIRMED
5272233,K02711.02,CONFIRMED
5688910,K02856.01,CONFIRMED
6345732,K02857.01,CONFIRMED
