Intensity,Mean_Disagreement,Fused_Accuracy,Experiment
0.0,0.023663018,0.9933978873239436,Asymmetric_SAR_Speckle
0.2,0.025232928,0.9929577464788732,Asymmetric_SAR_Speckle
0.4,0.031800598,0.9881161971830986,Asymmetric_SAR_Speckle
0.6,0.057416234,0.9731514084507042,Asymmetric_SAR_Speckle
0.8,0.15994559,0.9401408450704225,Asymmetric_SAR_Speckle
1.0,0.45096433,0.8480633807853913,Asymmetric_SAR_Speckle
