kepid,kepoi_name,koi_disposition
2989706,K02692.01,FALSE POSITIVE
3097346,K00264.01,FALSE POSITIVE
5717567,K02752.01,FALSE POSITIVE
2708885,K02907.01,FALSE POSITIVE
6612284,K02908.01,FALSE POSITIVE
5471202,K02911.01,FALSE POSITIVE
9640439,K02912.01,FALSE POSITIVE
6627507,K02697.01,FALSE POSITIVE
5481148,K02701.01,FALSE POSITIVE
7903086,K02761.01,FALSE POSITIVE
12106929,K00359.01,FALSE POSITIVE
12107021,K00360.01,FALSE POSITIVE
8248939,K00061.01,FALSE POSITIVE
1571511,K00362.01,FALSE POSITIVE
2438070,K00363.01,FALSE POSITIVE
3747262,K03005.01,FALSE POSITIVE
3328052,K03011.01,FALSE POSITIVE
9119568,K03087.01,FALSE POSITIVE
9119568,K03087.02,FALSE POSITIVE
6603043,K00368.01,FALSE POSITIVE
7109851,K03012.01,FALSE POSITIVE
8046689,K03092.01,FALSE POSITIVE
7024222,K00309.01,FALSE POSITIVE
7024511,K00311.01,FALSE POSITIVE
5652983,K00371.01,FALSE POSITIVE
7906671,K03018.01,FALSE POSITIVE
3348285,K03021.01,FALSE POSITIVE
9959589,K03098.01,FALSE POSITIVE
9025922,K00043.01,FALSE POSITIVE
12643589,K00376.01,FALSE POSITIVE
12643589,K00376.02,FALSE POSITIVE
7732285,K03023.01,FALSE POSITIVE
5124254,K03099.01,FALSE POSITIVE
10031500,K03107.01,FALSE POSITIVE
2449074,K00378.01,FALSE POSITIVE
2446113,K00379.01,FALSE POSITIVE
9838804,K03028.01,FALSE POSITIVE
5524881,K03030.01,FALSE POSITIVE
8700558,K00320.01,FALSE POSITIVE
3847708,K00389.01,FALSE POSITIVE
3849155,K00390.01,FALSE POSITIVE
3858804,K00391.01,FALSE POSITIVE
7186665,K03033.01,FALSE POSITIVE
6388770,K03035.01,FALSE POSITIVE
7837302,K00048.01,FALSE POSITIVE
8948424,K00322.01,FALSE POSITIVE
9641041,K00324.01,FALSE POSITIVE
9724984,K00325.01,FALSE POSITIVE
2452450,K00380.01,FALSE POSITIVE
3230578,K00381.01,FALSE POSITIVE
3231137,K00382.01,FALSE POSITIVE
5217891,K03036.01,FALSE POSITIVE
8258171,K00286.01,FALSE POSITIVE
9880467,K00326.01,FALSE POSITIVE
9880467,K00326.02,FALSE POSITIVE
9895004,K00328.01,FALSE POSITIVE
10620329,K00066.01,FALSE POSITIVE
4076976,K03124.01,FALSE POSITIVE
7097534,K03126.01,FALSE POSITIVE
10031885,K00329.01,FALSE POSITIVE
4159347,K00394.01,FALSE POSITIVE
4165960,K00395.01,FALSE POSITIVE
4376644,K00397.01,FALSE POSITIVE
9301506,K03047.01,FALSE POSITIVE
6964159,K03129.01,FALSE POSITIVE
10383687,K00334.01,FALSE POSITIVE
10470206,K00335.01,FALSE POSITIVE
10518725,K00336.01,FALSE POSITIVE
5091016,K02973.01,FALSE POSITIVE
7281454,K03055.01,FALSE POSITIVE
8703887,K00287.01,FALSE POSITIVE
9899352,K03135.01,FALSE POSITIVE
6056992,K00051.01,FALSE POSITIVE
6948480,K02975.01,FALSE POSITIVE
10686814,K02978.01,FALSE POSITIVE
8192911,K03058.01,FALSE POSITIVE
10554967,K03059.01,FALSE POSITIVE
10616571,K00340.01,FALSE POSITIVE
2720514,K02979.01,FALSE POSITIVE
9899505,K03064.01,FALSE POSITIVE
10611420,K03148.01,FALSE POSITIVE
3558981,K00052.01,FALSE POSITIVE
8847111,K02985.01,FALSE POSITIVE
4568298,K02986.01,FALSE POSITIVE
4374339,K02987.01,FALSE POSITIVE
4847782,K03067.01,FALSE POSITIVE
10350571,K01175.03,FALSE POSITIVE
10488450,K00290.01,FALSE POSITIVE
8845026,K00044.01,FALSE POSITIVE
11189127,K00347.01,FALSE POSITIVE
4848424,K02991.01,FALSE POSITIVE
6072593,K03070.01,FALSE POSITIVE
8197560,K03074.01,FALSE POSITIVE
11200415,K00293.01,FALSE POSITIVE
2445975,K00053.01,FALSE POSITIVE
6531496,K03646.02,FALSE POSITIVE
9777256,K02997.01,FALSE POSITIVE
7433585,K02999.01,FALSE POSITIVE
6665223,K01232.02,FALSE POSITIVE
3654719,K03081.01,FALSE POSITIVE
10619142,K03082.01,FALSE POSITIVE
3742855,K00045.01,FALSE POSITIVE
3438975,K00300.01,FALSE POSITIVE
12017140,K00358.01,FALSE POSITIVE
5702939,K03000.01,FALSE POSITIVE
11255231,K03003.01,FALSE POSITIVE
3324986,K03084.01,FALSE POSITIVE
11912932,K03085.01,FALSE POSITIVE
10098844,K02964.02,FALSE POSITIVE
9210823,K00090.01,FALSE POSITIVE
8474898,K00576.01,FALSE POSITIVE
7429287,K04260.03,FALSE POSITIVE
9597411,K00424.01,FALSE POSITIVE
8609450,K01278.05,FALSE POSITIVE
9636569,K00527.01,FALSE POSITIVE
9967884,K00425.01,FALSE POSITIVE
10748393,K01289.02,FALSE POSITIVE
8823868,K00081.01,FALSE POSITIVE
11255761,K00482.01,FALSE POSITIVE
7021681,K00255.03,FALSE POSITIVE
10068030,K00529.01,FALSE POSITIVE
12316431,K00485.01,FALSE POSITIVE
10212441,K02342.02,FALSE POSITIVE
11599038,K01437.02,FALSE POSITIVE
11656302,K00434.01,FALSE POSITIVE
2576197,K00489.01,FALSE POSITIVE
2576197,K00489.02,FALSE POSITIVE
10387742,K02583.02,FALSE POSITIVE
10467815,K03191.02,FALSE POSITIVE
11246364,K00539.01,FALSE POSITIVE
11599038,K01437.03,FALSE POSITIVE
3541800,K00491.01,FALSE POSITIVE
3834360,K00493.01,FALSE POSITIVE
11521048,K00540.01,FALSE POSITIVE
3340312,K00441.01,FALSE POSITIVE
4049108,K00495.01,FALSE POSITIVE
11913012,K00544.01,FALSE POSITIVE
11972666,K00545.01,FALSE POSITIVE
9886221,K00591.01,FALSE POSITIVE
4833135,K00498.01,FALSE POSITIVE
3437776,K00549.01,FALSE POSITIVE
10294465,K00595.01,FALSE POSITIVE
4384675,K00445.01,FALSE POSITIVE
5021176,K00447.01,FALSE POSITIVE
5282051,K00502.01,FALSE POSITIVE
3437776,K00549.02,FALSE POSITIVE
5122112,K00552.01,FALSE POSITIVE
5779852,K00449.01,FALSE POSITIVE
6042214,K00450.01,FALSE POSITIVE
6200715,K00451.01,FALSE POSITIVE
6889235,K00074.01,FALSE POSITIVE
6758917,K00453.01,FALSE POSITIVE
5303551,K00553.01,FALSE POSITIVE
7692093,K03337.02,FALSE POSITIVE
7700871,K00088.01,FALSE POSITIVE
2716853,K01022.02,FALSE POSITIVE
7289157,K00399.01,FALSE POSITIVE
2695110,K00400.01,FALSE POSITIVE
7101828,K00455.01,FALSE POSITIVE
5780715,K00506.01,FALSE POSITIVE
5738496,K00556.01,FALSE POSITIVE
6422367,K00559.01,FALSE POSITIVE
8554498,K00005.02,FALSE POSITIVE
3342592,K00402.01,FALSE POSITIVE
8219268,K02133.02,FALSE POSITIVE
4367854,K02876.02,FALSE POSITIVE
9785921,K03372.02,FALSE POSITIVE
4247092,K00403.01,FALSE POSITIVE
4949751,K00404.01,FALSE POSITIVE
5003117,K00405.01,FALSE POSITIVE
5035972,K00406.01,FALSE POSITIVE
5218441,K00407.01,FALSE POSITIVE
8621348,K00461.01,FALSE POSITIVE
8773869,K00462.01,FALSE POSITIVE
7025846,K00565.01,FALSE POSITIVE
8397947,K04772.03,FALSE POSITIVE
10187017,K00082.06,FALSE POSITIVE
8891318,K00465.01,FALSE POSITIVE
8019043,K06048.02,FALSE POSITIVE
11775507,K06245.03,FALSE POSITIVE
7602070,K00514.01,FALSE POSITIVE
7812179,K00515.01,FALSE POSITIVE
1868404,K07625.01,FALSE POSITIVE
5449777,K00410.01,FALSE POSITIVE
5478055,K00411.01,FALSE POSITIVE
5653126,K06612.02,FALSE POSITIVE
7840044,K00516.01,FALSE POSITIVE
1995712,K07626.01,FALSE POSITIVE
8106610,K00570.01,FALSE POSITIVE
5872150,K00414.01,FALSE POSITIVE
5872150,K00414.02,FALSE POSITIVE
6436505,K06707.02,FALSE POSITIVE
2140389,K07627.01,FALSE POSITIVE
7975727,K00418.01,FALSE POSITIVE
8219673,K00419.01,FALSE POSITIVE
3248033,K00006.01,FALSE POSITIVE
6768616,K06765.02,FALSE POSITIVE
10068383,K00725.01,FALSE POSITIVE
10157573,K00726.01,FALSE POSITIVE
10191070,K00727.01,FALSE POSITIVE
10225800,K00729.01,FALSE POSITIVE
4659405,K00630.01,FALSE POSITIVE
7941635,K05449.02,FALSE POSITIVE
9024857,K07124.02,FALSE POSITIVE
10259031,K00731.01,FALSE POSITIVE
4861736,K00634.01,FALSE POSITIVE
5090690,K00636.01,FALSE POSITIVE
8409588,K00690.01,FALSE POSITIVE
2302758,K07629.01,FALSE POSITIVE
5098444,K00637.01,FALSE POSITIVE
5351250,K00408.05,FALSE POSITIVE
5181817,K00642.01,FALSE POSITIVE
5309353,K00643.01,FALSE POSITIVE
5356593,K00644.01,FALSE POSITIVE
8869680,K00696.01,FALSE POSITIVE
8891278,K00698.01,FALSE POSITIVE
10345478,K00737.01,FALSE POSITIVE
5384802,K00646.01,FALSE POSITIVE
8908102,K00699.01,FALSE POSITIVE
10418797,K00741.01,FALSE POSITIVE
5796186,K00651.01,FALSE POSITIVE
12306808,K07521.02,FALSE POSITIVE
9053112,K00702.01,FALSE POSITIVE
9162741,K00703.01,FALSE POSITIVE
5893123,K00653.01,FALSE POSITIVE
3749508,K07544.02,FALSE POSITIVE
9300285,K00705.01,FALSE POSITIVE
9426071,K00706.01,FALSE POSITIVE
10729472,K04453.02,FALSE POSITIVE
5966660,K00656.01,FALSE POSITIVE
4752451,K00109.01,FALSE POSITIVE
2441151,K00603.01,FALSE POSITIVE
3970233,K00604.01,FALSE POSITIVE
5014753,K00606.01,FALSE POSITIVE
1293046,K07622.01,FALSE POSITIVE
9640976,K00712.01,FALSE POSITIVE
9640985,K00713.01,FALSE POSITIVE
5562784,K00608.01,FALSE POSITIVE
5608566,K00609.01,FALSE POSITIVE
5903312,K00008.01,FALSE POSITIVE
1434395,K07623.01,FALSE POSITIVE
9834719,K00715.01,FALSE POSITIVE
6960456,K00613.01,FALSE POSITIVE
8374580,K00615.01,FALSE POSITIVE
6752502,K00667.01,FALSE POSITIVE
6805146,K00668.01,FALSE POSITIVE
6960445,K00669.01,FALSE POSITIVE
9714696,K00616.01,FALSE POSITIVE
9846086,K00617.01,FALSE POSITIVE
10384962,K00619.01,FALSE POSITIVE
2711131,K07637.01,FALSE POSITIVE
2308411,K07631.01,FALSE POSITIVE
7115785,K00672.03,FALSE POSITIVE
2446134,K07632.01,FALSE POSITIVE
7385509,K00675.01,FALSE POSITIVE
7466863,K00677.01,FALSE POSITIVE
10005020,K00724.01,FALSE POSITIVE
4449034,K00625.01,FALSE POSITIVE
2854839,K07639.01,FALSE POSITIVE
11553706,K00009.01,FALSE POSITIVE
2449053,K07633.01,FALSE POSITIVE
10489525,K00106.01,FALSE POSITIVE
7598128,K00681.01,FALSE POSITIVE
11858979,K04062.01,FALSE POSITIVE
5900390,K04063.01,FALSE POSITIVE
5444334,K04064.01,FALSE POSITIVE
10139620,K04065.01,FALSE POSITIVE
5386264,K04135.01,FALSE POSITIVE
3218844,K07646.01,FALSE POSITIVE
3542222,K04137.01,FALSE POSITIVE
10186945,K04070.01,FALSE POSITIVE
4636565,K04138.01,FALSE POSITIVE
3241647,K07650.01,FALSE POSITIVE
7761585,K04140.01,FALSE POSITIVE
3241248,K04141.01,FALSE POSITIVE
9716302,K04142.01,FALSE POSITIVE
2708286,K04071.01,FALSE POSITIVE
10419797,K04073.01,FALSE POSITIVE
6515335,K04074.01,FALSE POSITIVE
7777471,K04075.01,FALSE POSITIVE
10294509,K04143.01,FALSE POSITIVE
3003019,K07642.01,FALSE POSITIVE
7690855,K04077.01,FALSE POSITIVE
5649837,K04078.01,FALSE POSITIVE
10141938,K04079.01,FALSE POSITIVE
8029197,K04147.01,FALSE POSITIVE
12257886,K04148.01,FALSE POSITIVE
5036480,K04080.01,FALSE POSITIVE
10275077,K04081.01,FALSE POSITIVE
6592832,K04082.01,FALSE POSITIVE
8524346,K04083.01,FALSE POSITIVE
5551228,K04154.02,FALSE POSITIVE
5471271,K04155.01,FALSE POSITIVE
3248696,K07651.01,FALSE POSITIVE
5306383,K04158.01,FALSE POSITIVE
5446285,K00142.02,FALSE POSITIVE
5041847,K04085.01,FALSE POSITIVE
3836558,K04086.01,FALSE POSITIVE
4946584,K04088.01,FALSE POSITIVE
6463499,K04163.01,FALSE POSITIVE
8254882,K04164.01,FALSE POSITIVE
6042031,K04165.01,FALSE POSITIVE
5475735,K04167.01,FALSE POSITIVE
10075409,K04019.01,FALSE POSITIVE
7038096,K04020.01,FALSE POSITIVE
3345973,K07652.01,FALSE POSITIVE
11972872,K04089.01,FALSE POSITIVE
9899233,K04090.01,FALSE POSITIVE
3102309,K07643.01,FALSE POSITIVE
8521059,K04093.01,FALSE POSITIVE
5217574,K04151.01,FALSE POSITIVE
3230095,K07647.01,FALSE POSITIVE
5551228,K04154.01,FALSE POSITIVE
6862332,K04023.01,FALSE POSITIVE
10992011,K04025.01,FALSE POSITIVE
8128247,K04094.01,FALSE POSITIVE
6276994,K04095.01,FALSE POSITIVE
9674564,K04096.01,FALSE POSITIVE
5565707,K04161.01,FALSE POSITIVE
1293031,K04162.01,FALSE POSITIVE
2859299,K07640.01,FALSE POSITIVE
4067110,K04026.01,FALSE POSITIVE
8694309,K04027.01,FALSE POSITIVE
7818447,K04028.01,FALSE POSITIVE
11569475,K04029.01,FALSE POSITIVE
5700900,K04100.01,FALSE POSITIVE
7026477,K04101.01,FALSE POSITIVE
9402583,K04168.01,FALSE POSITIVE
8700537,K04170.01,FALSE POSITIVE
10858785,K04171.01,FALSE POSITIVE
9640907,K04172.01,FALSE POSITIVE
7515670,K02360.02,FALSE POSITIVE
9551430,K04030.01,FALSE POSITIVE
3228986,K04031.01,FALSE POSITIVE
4138557,K04033.01,FALSE POSITIVE
2708278,K04102.01,FALSE POSITIVE
8483366,K04104.01,FALSE POSITIVE
3247404,K04035.01,FALSE POSITIVE
7773179,K04038.01,FALSE POSITIVE
11017094,K04106.01,FALSE POSITIVE
5956633,K04107.01,FALSE POSITIVE
9899065,K04108.01,FALSE POSITIVE
5471792,K04110.01,FALSE POSITIVE
11145831,K04039.01,FALSE POSITIVE
11444952,K04040.01,FALSE POSITIVE
8647295,K04041.01,FALSE POSITIVE
3444098,K04042.01,FALSE POSITIVE
5112567,K04043.01,FALSE POSITIVE
2708343,K04111.01,FALSE POSITIVE
3235282,K07649.01,FALSE POSITIVE
3348090,K04112.01,FALSE POSITIVE
9282762,K04113.01,FALSE POSITIVE
3117046,K04114.01,FALSE POSITIVE
6311520,K04115.01,FALSE POSITIVE
5201115,K04044.01,FALSE POSITIVE
2708203,K04045.01,FALSE POSITIVE
4150496,K04046.01,FALSE POSITIVE
9655005,K04047.01,FALSE POSITIVE
3851194,K07671.01,FALSE POSITIVE
5092655,K04116.01,FALSE POSITIVE
10661778,K04118.01,FALSE POSITIVE
5513857,K04119.01,FALSE POSITIVE
10272389,K04048.01,FALSE POSITIVE
4679687,K04049.01,FALSE POSITIVE
7968683,K04050.01,FALSE POSITIVE
9091755,K04052.01,FALSE POSITIVE
3852476,K07672.01,FALSE POSITIVE
9851970,K04122.01,FALSE POSITIVE
5726910,K04124.01,FALSE POSITIVE
3228825,K04055.01,FALSE POSITIVE
9099950,K04125.01,FALSE POSITIVE
4669402,K04128.01,FALSE POSITIVE
3757407,K04057.01,FALSE POSITIVE
4769931,K04058.01,FALSE POSITIVE
9220612,K04059.01,FALSE POSITIVE
6806695,K04061.01,FALSE POSITIVE
3858943,K07674.01,FALSE POSITIVE
10858803,K04130.01,FALSE POSITIVE
6129694,K04131.01,FALSE POSITIVE
5957181,K04132.01,FALSE POSITIVE
7601918,K04133.01,FALSE POSITIVE
6119877,K04134.01,FALSE POSITIVE
7211879,K04342.01,FALSE POSITIVE
4863956,K04344.01,FALSE POSITIVE
7847104,K04412.01,FALSE POSITIVE
3347807,K07653.01,FALSE POSITIVE
8487805,K04206.01,FALSE POSITIVE
3336845,K04275.01,FALSE POSITIVE
3645282,K07661.01,FALSE POSITIVE
6525280,K04277.01,FALSE POSITIVE
4861784,K04278.01,FALSE POSITIVE
5876360,K04279.01,FALSE POSITIVE
3732972,K07664.01,FALSE POSITIVE
8743082,K04348.01,FALSE POSITIVE
9142742,K04349.01,FALSE POSITIVE
6891513,K04413.01,FALSE POSITIVE
4579598,K04414.01,FALSE POSITIVE
7777522,K04415.01,FALSE POSITIVE
9305012,K04416.01,FALSE POSITIVE
9597729,K04417.01,FALSE POSITIVE
11390109,K04210.01,FALSE POSITIVE
5078025,K04211.01,FALSE POSITIVE
5026326,K04280.01,FALSE POSITIVE
5471574,K02505.02,FALSE POSITIVE
5512580,K04281.01,FALSE POSITIVE
11670599,K04282.01,FALSE POSITIVE
6359820,K04283.01,FALSE POSITIVE
11872139,K04350.01,FALSE POSITIVE
2708221,K04352.01,FALSE POSITIVE
5040223,K04354.01,FALSE POSITIVE
4571004,K04355.01,FALSE POSITIVE
7031942,K04420.01,FALSE POSITIVE
5632701,K04213.01,FALSE POSITIVE
10549924,K04214.01,FALSE POSITIVE
6187341,K04216.01,FALSE POSITIVE
3353454,K07654.01,FALSE POSITIVE
10156055,K04284.01,FALSE POSITIVE
8418018,K04285.01,FALSE POSITIVE
5024177,K04286.01,FALSE POSITIVE
4571004,K04355.02,FALSE POSITIVE
4571004,K04355.03,FALSE POSITIVE
4571004,K04355.04,FALSE POSITIVE
4571004,K04355.05,FALSE POSITIVE
10155321,K04422.01,FALSE POSITIVE
3866536,K04423.01,FALSE POSITIVE
4679314,K04425.01,FALSE POSITIVE
5702637,K04217.01,FALSE POSITIVE
8309169,K04218.01,FALSE POSITIVE
4678919,K04219.01,FALSE POSITIVE
5563080,K04220.01,FALSE POSITIVE
6364067,K04221.01,FALSE POSITIVE
5983532,K04289.01,FALSE POSITIVE
3439126,K07655.01,FALSE POSITIVE
8483021,K04291.01,FALSE POSITIVE
1575873,K04359.01,FALSE POSITIVE
11449918,K04362.01,FALSE POSITIVE
3750350,K07665.01,FALSE POSITIVE
4584865,K04429.01,FALSE POSITIVE
11968463,K02433.05,FALSE POSITIVE
11188254,K04223.01,FALSE POSITIVE
1724513,K04224.01,FALSE POSITIVE
9535876,K04225.01,FALSE POSITIVE
5817533,K04293.01,FALSE POSITIVE
7681230,K04294.01,FALSE POSITIVE
3448456,K07656.01,FALSE POSITIVE
12107008,K04297.01,FALSE POSITIVE
4754831,K04365.01,FALSE POSITIVE
4754831,K04365.02,FALSE POSITIVE
9899630,K04439.01,FALSE POSITIVE
4367528,K04440.01,FALSE POSITIVE
3751231,K07666.01,FALSE POSITIVE
7816665,K04227.01,FALSE POSITIVE
9535881,K04228.01,FALSE POSITIVE
11616596,K04229.01,FALSE POSITIVE
8508126,K04299.01,FALSE POSITIVE
4754831,K04365.03,FALSE POSITIVE
3531231,K07657.01,FALSE POSITIVE
5471489,K04368.01,FALSE POSITIVE
5471489,K04368.02,FALSE POSITIVE
9011874,K04369.01,FALSE POSITIVE
9936080,K04431.02,FALSE POSITIVE
8611344,K04432.01,FALSE POSITIVE
9518651,K04433.01,FALSE POSITIVE
2305311,K04434.01,FALSE POSITIVE
6383595,K04231.01,FALSE POSITIVE
6599949,K04233.01,FALSE POSITIVE
5536715,K04305.01,FALSE POSITIVE
8149484,K04306.01,FALSE POSITIVE
12407623,K04370.01,FALSE POSITIVE
6778008,K04373.01,FALSE POSITIVE
8308260,K04436.01,FALSE POSITIVE
8492101,K04437.01,FALSE POSITIVE
6343576,K04438.01,FALSE POSITIVE
2449101,K04236.01,FALSE POSITIVE
7259249,K04237.01,FALSE POSITIVE
8678691,K04238.01,FALSE POSITIVE
9640924,K04239.01,FALSE POSITIVE
11151677,K04308.01,FALSE POSITIVE
11037128,K04309.01,FALSE POSITIVE
11969092,K04375.01,FALSE POSITIVE
2570773,K04376.01,FALSE POSITIVE
6356885,K04378.01,FALSE POSITIVE
3542542,K07658.01,FALSE POSITIVE
11124703,K04445.01,FALSE POSITIVE
9593773,K04240.01,FALSE POSITIVE
9777757,K04243.01,FALSE POSITIVE
8645191,K04311.01,FALSE POSITIVE
9717958,K04313.01,FALSE POSITIVE
8128067,K04314.01,FALSE POSITIVE
7703910,K04379.01,FALSE POSITIVE
7777818,K04380.01,FALSE POSITIVE
9851360,K04381.01,FALSE POSITIVE
9490653,K04173.01,FALSE POSITIVE
3328027,K04174.01,FALSE POSITIVE
3644631,K07659.01,FALSE POSITIVE
9640931,K04175.01,FALSE POSITIVE
5125196,K04176.01,FALSE POSITIVE
9640962,K04177.01,FALSE POSITIVE
5097454,K04244.01,FALSE POSITIVE
3663141,K07663.01,FALSE POSITIVE
4568117,K04248.01,FALSE POSITIVE
10342248,K04315.01,FALSE POSITIVE
9777290,K04316.01,FALSE POSITIVE
8548427,K04317.01,FALSE POSITIVE
6289344,K04319.01,FALSE POSITIVE
10936786,K04179.01,FALSE POSITIVE
6938264,K04180.01,FALSE POSITIVE
9899315,K04181.01,FALSE POSITIVE
9541089,K04182.01,FALSE POSITIVE
3650049,K04249.01,FALSE POSITIVE
9641076,K04250.01,FALSE POSITIVE
12418891,K04321.01,FALSE POSITIVE
3839294,K07669.01,FALSE POSITIVE
7698701,K04322.01,FALSE POSITIVE
7698701,K04322.02,FALSE POSITIVE
2830919,K04387.01,FALSE POSITIVE
9588822,K04388.01,FALSE POSITIVE
10858737,K04183.01,FALSE POSITIVE
3644738,K07660.01,FALSE POSITIVE
9406892,K04186.01,FALSE POSITIVE
8487645,K04254.01,FALSE POSITIVE
5817613,K04256.01,FALSE POSITIVE
9910942,K04324.01,FALSE POSITIVE
10924340,K04326.01,FALSE POSITIVE
6629993,K04392.01,FALSE POSITIVE
10427700,K04394.01,FALSE POSITIVE
11296045,K04396.01,FALSE POSITIVE
3124598,K04187.01,FALSE POSITIVE
3548639,K04191.01,FALSE POSITIVE
4390912,K07695.01,FALSE POSITIVE
7115925,K04258.01,FALSE POSITIVE
7429287,K04260.01,FALSE POSITIVE
3545583,K04328.01,FALSE POSITIVE
8374741,K04330.01,FALSE POSITIVE
11296045,K04396.02,FALSE POSITIVE
11296045,K04396.03,FALSE POSITIVE
3247503,K04397.01,FALSE POSITIVE
4281068,K07689.01,FALSE POSITIVE
9092496,K04193.01,FALSE POSITIVE
9959545,K04195.01,FALSE POSITIVE
9641144,K04262.01,FALSE POSITIVE
8572168,K04263.01,FALSE POSITIVE
4472143,K07696.01,FALSE POSITIVE
7368137,K04265.01,FALSE POSITIVE
9027841,K04266.01,FALSE POSITIVE
8953414,K04332.01,FALSE POSITIVE
4458109,K04336.01,FALSE POSITIVE
11044826,K04401.01,FALSE POSITIVE
6681687,K04402.01,FALSE POSITIVE
8179190,K04196.01,FALSE POSITIVE
9777724,K04197.01,FALSE POSITIVE
10273903,K04200.01,FALSE POSITIVE
8483241,K04270.01,FALSE POSITIVE
9240664,K04338.01,FALSE POSITIVE
7281411,K04339.01,FALSE POSITIVE
6528141,K04340.01,FALSE POSITIVE
8106112,K04404.01,FALSE POSITIVE
5563937,K04406.01,FALSE POSITIVE
10736179,K04408.01,FALSE POSITIVE
6119921,K04201.01,FALSE POSITIVE
4141587,K07684.01,FALSE POSITIVE
3834317,K04203.01,FALSE POSITIVE
5992210,K04271.01,FALSE POSITIVE
4284980,K07690.01,FALSE POSITIVE
9302543,K04272.01,FALSE POSITIVE
6685646,K04618.01,FALSE POSITIVE
4574319,K07697.01,FALSE POSITIVE
7741837,K04619.01,FALSE POSITIVE
11137065,K04620.01,FALSE POSITIVE
11093335,K04621.01,FALSE POSITIVE
9394768,K04690.01,FALSE POSITIVE
10972902,K04692.01,FALSE POSITIVE
3832474,K00806.04,FALSE POSITIVE
12004971,K03194.01,FALSE POSITIVE
3644602,K04479.01,FALSE POSITIVE
11912941,K04481.01,FALSE POSITIVE
6525106,K04483.01,FALSE POSITIVE
4355503,K07691.01,FALSE POSITIVE
6119923,K04552.01,FALSE POSITIVE
6126076,K04553.01,FALSE POSITIVE
9209183,K04623.01,FALSE POSITIVE
5955621,K04624.01,FALSE POSITIVE
4852297,K04695.01,FALSE POSITIVE
9851845,K04696.01,FALSE POSITIVE
9474483,K04697.01,FALSE POSITIVE
8613218,K04485.01,FALSE POSITIVE
8548069,K04486.01,FALSE POSITIVE
3127911,K03164.01,FALSE POSITIVE
10399321,K04556.01,FALSE POSITIVE
7837733,K04628.01,FALSE POSITIVE
2578017,K04629.01,FALSE POSITIVE
8625732,K04701.01,FALSE POSITIVE
2831251,K04702.01,FALSE POSITIVE
6721380,K04488.01,FALSE POSITIVE
7694615,K04489.01,FALSE POSITIVE
6201203,K04490.01,FALSE POSITIVE
9222516,K04492.01,FALSE POSITIVE
7285673,K04559.01,FALSE POSITIVE
5282437,K04560.01,FALSE POSITIVE
8652360,K04562.01,FALSE POSITIVE
9602421,K04631.01,FALSE POSITIVE
4373195,K07692.01,FALSE POSITIVE
5090937,K03182.01,FALSE POSITIVE
6359175,K04703.01,FALSE POSITIVE
8104207,K04704.01,FALSE POSITIVE
3953173,K04493.01,FALSE POSITIVE
8037926,K04494.01,FALSE POSITIVE
6437617,K04564.01,FALSE POSITIVE
8453851,K04565.01,FALSE POSITIVE
9873759,K04635.01,FALSE POSITIVE
9516728,K04638.01,FALSE POSITIVE
4825872,K04639.01,FALSE POSITIVE
4680772,K04707.01,FALSE POSITIVE
8110733,K04708.01,FALSE POSITIVE
10407086,K04568.01,FALSE POSITIVE
4073089,K07682.01,FALSE POSITIVE
6065351,K04569.01,FALSE POSITIVE
4825872,K04639.02,FALSE POSITIVE
3644505,K04641.01,FALSE POSITIVE
4664743,K04642.01,FALSE POSITIVE
6593734,K04722.01,FALSE POSITIVE
9711297,K04723.01,FALSE POSITIVE
8395860,K04724.01,FALSE POSITIVE
5956354,K04726.01,FALSE POSITIVE
8109107,K04501.01,FALSE POSITIVE
6200529,K04502.01,FALSE POSITIVE
6929285,K04572.01,FALSE POSITIVE
4848321,K04573.01,FALSE POSITIVE
12255382,K03167.01,FALSE POSITIVE
6522745,K04574.01,FALSE POSITIVE
11076276,K04645.01,FALSE POSITIVE
12012439,K04646.01,FALSE POSITIVE
4374610,K04712.01,FALSE POSITIVE
7598111,K04507.01,FALSE POSITIVE
8240746,K04576.01,FALSE POSITIVE
9652655,K04578.01,FALSE POSITIVE
10140843,K04579.01,FALSE POSITIVE
10473272,K04648.01,FALSE POSITIVE
9824928,K04650.01,FALSE POSITIVE
5817685,K04652.01,FALSE POSITIVE
7282042,K04718.01,FALSE POSITIVE
7523542,K04719.01,FALSE POSITIVE
3109937,K04720.01,FALSE POSITIVE
9386171,K04721.01,FALSE POSITIVE
11553598,K04511.01,FALSE POSITIVE
12069414,K04512.01,FALSE POSITIVE
8443265,K04584.01,FALSE POSITIVE
3240406,K03185.01,FALSE POSITIVE
5090803,K04654.01,FALSE POSITIVE
8377197,K04727.01,FALSE POSITIVE
6137779,K04728.01,FALSE POSITIVE
11913072,K04729.01,FALSE POSITIVE
9083470,K04731.01,FALSE POSITIVE
5783732,K04514.01,FALSE POSITIVE
7900100,K04515.01,FALSE POSITIVE
9849884,K04516.01,FALSE POSITIVE
11243547,K04517.01,FALSE POSITIVE
10491525,K04589.01,FALSE POSITIVE
3859042,K07675.01,FALSE POSITIVE
4946049,K04658.01,FALSE POSITIVE
5559651,K04660.01,FALSE POSITIVE
5437348,K04448.01,FALSE POSITIVE
8429668,K04449.01,FALSE POSITIVE
7032001,K04518.01,FALSE POSITIVE
6199864,K04521.01,FALSE POSITIVE
