target_id,period,true_label,prob_1d,prob_2d,disagreement
2024003055635,,CANDIDATE,1.0,0.0042188167572021484,0.9957811832427979
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.06442481279373169,0.9355751872062683
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024249191853,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.02160090208053589,0.9783990979194641
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0059795379638671875,0.9940204620361328
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024030031500,,CANDIDATE,1.0,0.0,1.0
2019198215352,,CANDIDATE,1.0,0.10547599196434021,0.8945240080356598
2022190063128,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.02621406316757202,0.973785936832428
2022164095748,,CANDIDATE,1.0,0.09824252128601074,0.9017574787139893
2024196212429,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.022376298904418945,0.977623701095581
2024196212429,,CANDIDATE,1.0,0.050699830055236816,0.9493001699447632
2024196212429,,CANDIDATE,1.0,0.11874496936798096,0.881255030632019
2024196212429,,CANDIDATE,0.9817282557487488,0.0,0.9817282557487488
2024223182411,,CANDIDATE,1.0,0.0,1.0
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.058527350425720215,0.9414726495742798
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.09421420097351074,0.9057857990264893
2024196212429,,CANDIDATE,1.0,0.021353960037231445,0.9786460399627686
2024030031500,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.010056793689727783,0.9899432063102722
2022217014003,,CANDIDATE,1.0,0.09426355361938477,0.9057364463806152
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024170053053,,CANDIDATE,1.0,0.03166842460632324,0.9683315753936768
2024003055635,,CANDIDATE,1.0,0.0057525634765625,0.9942474365234375
2024223182411,,CANDIDATE,1.0,0.0,1.0
2022217014003,,CANDIDATE,1.0,0.0,1.0
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2022164095748,,CANDIDATE,0.8217967748641968,0.0,0.8217967748641968
2022190063128,,CANDIDATE,1.0,0.05159872770309448,0.9484012722969055
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2022217014003,,CANDIDATE,1.0,0.008133769035339355,0.9918662309646606
2022164095748,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024170053053,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.07855284214019775,0.9214471578598022
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024030031500,,CANDIDATE,1.0,0.009723067283630371,0.9902769327163696
2022217014003,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.014178454875946045,0.985821545124054
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024170053053,,CANDIDATE,1.0,0.05412149429321289,0.9458785057067871
2024030031500,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024170053053,,CANDIDATE,1.0,0.0,1.0
2021175071901,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2022190063128,,CANDIDATE,1.0,0.0,1.0
2022164095748,,CANDIDATE,1.0,0.0,1.0
2022190063128,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.06282496452331543,0.9371750354766846
2024003055635,,CANDIDATE,1.0,0.0,1.0
2021175071901,,CANDIDATE,0.9966235160827637,0.0,0.9966235160827637
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024030031500,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024058030222,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024030031500,,CANDIDATE,1.0,0.008812189102172852,0.9911878108978271
2024196212429,,CANDIDATE,1.0,0.015658259391784668,0.9843417406082153
2024249191853,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024249191853,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0019359588623046875,0.9980640411376953
2024170053053,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2021204101404,,CANDIDATE,1.0,0.02173978090286255,0.9782602190971375
2024030031500,,CANDIDATE,1.0,0.0,1.0
2024170053053,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.006950318813323975,0.993049681186676
2022164095748,,CANDIDATE,1.0,0.005566537380218506,0.9944334626197815
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.008959293365478516,0.9910407066345215
2022164095748,,CANDIDATE,1.0,0.1626547873020172,0.8373452126979828
2024030031500,,CANDIDATE,1.0,0.013573527336120605,0.9864264726638794
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.04427367448806763,0.9557263255119324
2023341045131,,CANDIDATE,1.0,0.0,1.0
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
2024223182411,,CANDIDATE,1.0,0.03317999839782715,0.9668200016021729
2024030031500,,CANDIDATE,1.0,0.0025163888931274414,0.9974836111068726
2022190063128,,CANDIDATE,1.0,0.014116942882537842,0.9858830571174622
2024003055635,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.04465359449386597,0.955346405506134
2024170053053,,CANDIDATE,1.0,0.0,1.0
2024196212429,,CANDIDATE,1.0,0.0,1.0
