target_id,period,true_label,prob_joint,prob_1d,prob_2d,disagreement
10528068,158.6850022,CANDIDATE,0.48664674,0.6253935098648071,0.3478999733924866,0.27749354
11122894,150.0189511,CANDIDATE,0.47815862,0.578196108341217,0.37812113761901855,0.20007494
11027624,394.6249514,CANDIDATE,0.4843049,0.5727072954177856,0.39590251445770264,0.17680481
10790387,117.93110803,CANDIDATE,0.19297764,0.20621758699417114,0.17973768711090088,0.0264799
11177707,124.4197175,CANDIDATE,0.2935451,0.3935242295265198,0.1935659646987915,0.19995825
10028792,114.73658,CANDIDATE,0.14981547,0.1764475703239441,0.12318336963653564,0.05326421
10028792,114.73658,CANDIDATE,0.14981547,0.1764475703239441,0.12318336963653564,0.05326421
10027323,105.3582299,CANDIDATE,0.5485049,0.6199554204940796,0.4770543575286865,0.1429011
10779233,201.118319,CANDIDATE,0.0937879,0.10876711457967758,0.07880868762731552,0.029958427
10005758,134.4785189,CANDIDATE,0.24850774,0.2539254426956177,0.24309003353118896,0.010835424
10063802,120.0183551,CANDIDATE,0.12426382,0.1271202564239502,0.1214073970913887,0.005712852
11498128,106.247882,CANDIDATE,0.17955615,0.25217896699905396,0.1069333404302597,0.14524561
10386922,296.6375817,CANDIDATE,0.48239306,0.5479927659034729,0.4167933464050293,0.13119945
11442793,331.5972732,CANDIDATE,0.51287067,0.563997209072113,0.46174412965774536,0.10225305
11442793,331.5972732,CANDIDATE,0.51287067,0.563997209072113,0.46174412965774536,0.10225305
10189546,117.033521,CANDIDATE,0.47241768,0.5207355618476868,0.42409977316856384,0.0966358
10212441,354.78194,FALSE_POSITIVE,0.19017145,0.20222234725952148,0.17812055349349976,0.024101809
10937029,328.240201,CANDIDATE,0.44224107,0.4974007308483124,0.38708141446113586,0.1103193
10593626,289.864067,CANDIDATE,0.57969874,0.6201524138450623,0.539245069026947,0.080907375
11415243,168.81133,CANDIDATE,0.030505762,0.0649900883436203,0.0,0.06896865
10360722,163.692336,CANDIDATE,0.33745673,0.3514863848686218,0.32342708110809326,0.028059274
11560897,110.978266,CANDIDATE,0.11358802,0.11701393127441406,0.11016210913658142,0.0068518296
11284772,207.24785,CANDIDATE,0.16985193,0.17288406193256378,0.16681979596614838,0.006064266
10026502,101.952048,CANDIDATE,0.2580023,0.3218134939670563,0.1941911280155182,0.12762235
11337372,100.8276725,CANDIDATE,0.18644924,0.19377458095550537,0.1791239082813263,0.014650658
10795103,214.3120439,CANDIDATE,0.40981695,0.4903399348258972,0.32929396629333496,0.16104595
11518142,240.7990472,CANDIDATE,0.11718998,0.1422290802001953,0.09215088933706284,0.050078183
10005758,134.4785189,CANDIDATE,0.24850774,0.2539254426956177,0.24309003353118896,0.010835424
11037818,259.34304,CANDIDATE,0.08834171,0.08858334273099899,0.08810008317232132,0.00048325956
10055126,232.040326,CANDIDATE,0.58799595,0.6257498264312744,0.5502420663833618,0.0755077
10718726,294.055263,CANDIDATE,0.20382768,0.22325928509235382,0.18439607322216034,0.038863212
10340423,345.98207283,FALSE_POSITIVE,0.20775037,0.22184281051158905,0.19365791976451874,0.02818489
10964440,144.688915,CANDIDATE,0.18260363,0.22352901101112366,0.14167824387550354,0.08185075
10545066,154.607419,CANDIDATE,0.18586929,0.2023225724697113,0.16941601037979126,0.032906577
11623629,117.761,CANDIDATE,0.48107326,0.5331151485443115,0.4290314018726349,0.10408373
11442793,331.5972732,CANDIDATE,0.51287067,0.563997209072113,0.46174412965774536,0.10225305
