total_processed,successful_processing,success_rate,transit_detection_rate,mean_transits_per_curve,median_transits_per_curve,max_transits,period_detection_rate,mean_period,median_period
8393,8393,1.0,1.0,1.0,1.0,1,1.0,25.990133444537115,12.62
