file,transit_count,period,radius_earth,semi_major_axis_au,equilibrium_temp_k,size_category,period_category
,1,13.56,1172.84,,,Super-Jupiter,10-30 days
,1,5.82,150.47,,,Super-Jupiter,3-10 days
,1,7.26,151.28,,,Super-Jupiter,3-10 days
,1,24.56,671.52,,,Super-Jupiter,10-30 days
,1,28.05,1.49,,,Super-Earth,10-30 days
,1,12.15,162.23,,,Super-Jupiter,10-30 days
,1,12.68,168.26,,,Super-Jupiter,10-30 days
,1,1.42,141.47,,,Super-Jupiter,<3 days
,1,8.36,188.33,,,Super-Jupiter,3-10 days
,1,10.28,1563.69,,,Super-Jupiter,10-30 days
,1,98.05,2.17,,,Neptune-sized,30-100 days
,1,6.95,262.54,,,Super-Jupiter,3-10 days
,1,1.73,236.34,,,Super-Jupiter,<3 days
,1,5.28,4.76,,,Jupiter-sized,3-10 days
,1,47.88,3.46,,,Neptune-sized,30-100 days
,1,96.78,8.89,,,Jupiter-sized,30-100 days
,1,4.46,197.83,,,Super-Jupiter,3-10 days
,1,2.64,98.24,,,Super-Jupiter,<3 days
,1,83.05,2.64,,,Neptune-sized,30-100 days
,1,13.17,149.08,,,Super-Jupiter,10-30 days
,1,6.79,283.79,,,Super-Jupiter,3-10 days
,1,53.31,8.07,,,Jupiter-sized,30-100 days
,1,3.47,3.53,,,Neptune-sized,3-10 days
,1,11.92,5.64,,,Jupiter-sized,10-30 days
,1,9.55,113.27,,,Super-Jupiter,3-10 days
,1,65.05,7.46,,,Jupiter-sized,30-100 days
,1,60.76,7.21,,,Jupiter-sized,30-100 days
,1,6.07,3.47,,,Neptune-sized,3-10 days
,1,1.95,1575.84,,,Super-Jupiter,<3 days
,1,13.24,202.86,,,Super-Jupiter,10-30 days
,1,6.44,2965.25,,,Super-Jupiter,3-10 days
,1,11.3,810.94,,,Super-Jupiter,10-30 days
,1,5.12,1.16,,,Earth-sized,3-10 days
,1,39.3,831.52,,,Super-Jupiter,30-100 days
,1,25.44,3348.84,,,Super-Jupiter,10-30 days
,1,24.72,3.63,,,Neptune-sized,10-30 days
,1,79.68,9.92,,,Jupiter-sized,30-100 days
,1,4.01,645.31,,,Super-Jupiter,3-10 days
,1,65.22,7.25,,,Jupiter-sized,30-100 days
,1,8.87,207.21,,,Super-Jupiter,3-10 days
,1,40.01,5.33,,,Jupiter-sized,30-100 days
,1,1.24,1929.6,,,Super-Jupiter,<3 days
,1,15.63,426.21,,,Super-Jupiter,10-30 days
,1,19.06,6.48,,,Jupiter-sized,10-30 days
,1,5.49,157.99,,,Super-Jupiter,3-10 days
,1,9.5,9.95,,,Jupiter-sized,3-10 days
,1,75.69,6.63,,,Jupiter-sized,30-100 days
,1,4.93,150.56,,,Super-Jupiter,3-10 days
,1,6.44,118.43,,,Super-Jupiter,3-10 days
,1,17.27,543.95,,,Super-Jupiter,10-30 days
,1,8.82,107.61,,,Super-Jupiter,3-10 days
,1,11.26,2.08,,,Neptune-sized,10-30 days
,1,4.49,83.3,,,Super-Jupiter,3-10 days
,1,13.35,209.21,,,Super-Jupiter,10-30 days
,1,58.98,9.08,,,Jupiter-sized,30-100 days
,1,36.15,934.2,,,Super-Jupiter,30-100 days
,1,4.89,212.05,,,Super-Jupiter,3-10 days
,1,2.34,131.54,,,Super-Jupiter,<3 days
,1,68.4,8.75,,,Jupiter-sized,30-100 days
,1,50.18,4.33,,,Jupiter-sized,30-100 days
,1,7.51,138.14,,,Super-Jupiter,3-10 days
,1,70.17,4.21,,,Jupiter-sized,30-100 days
,1,80.92,3.54,,,Neptune-sized,30-100 days
,1,19.51,279.74,,,Super-Jupiter,10-30 days
,1,8.88,134.78,,,Super-Jupiter,3-10 days
,1,6.41,220.79,,,Super-Jupiter,3-10 days
,1,4.95,108.46,,,Super-Jupiter,3-10 days
,1,12.49,232.96,,,Super-Jupiter,10-30 days
,1,42.75,7.84,,,Jupiter-sized,30-100 days
,1,2.05,113.14,,,Super-Jupiter,<3 days
,1,1.64,68.65,,,Super-Jupiter,<3 days
,1,77.17,1.35,,,Super-Earth,30-100 days
,1,34.82,3.61,,,Neptune-sized,30-100 days
,1,13.07,164.74,,,Super-Jupiter,10-30 days
,1,40.97,1259.34,,,Super-Jupiter,30-100 days
,1,12.14,281.66,,,Super-Jupiter,10-30 days
,1,10.09,2847.43,,,Super-Jupiter,10-30 days
,1,3.24,2966.43,,,Super-Jupiter,3-10 days
,1,4.6,425.55,,,Super-Jupiter,3-10 days
,1,66.26,1.4,,,Super-Earth,30-100 days
,1,5.4,2117.4,,,Super-Jupiter,3-10 days
,1,5.35,127.1,,,Super-Jupiter,3-10 days
,1,20.45,5.91,,,Jupiter-sized,10-30 days
,1,47.29,1.24,,,Earth-sized,30-100 days
,1,13.53,337.17,,,Super-Jupiter,10-30 days
,1,8.13,353.53,,,Super-Jupiter,3-10 days
,1,88.88,8.1,,,Jupiter-sized,30-100 days
,1,21.59,2.98,,,Neptune-sized,10-30 days
,1,7.07,132.3,,,Super-Jupiter,3-10 days
,1,40.06,1.93,,,Super-Earth,30-100 days
,1,10.07,2.93,,,Neptune-sized,10-30 days
,1,3.24,1.78,,,Super-Earth,3-10 days
,1,68.47,2.54,,,Neptune-sized,30-100 days
,1,35.71,637.52,,,Super-Jupiter,30-100 days
,1,34.18,546.44,,,Super-Jupiter,30-100 days
,1,86.73,3.8,,,Neptune-sized,30-100 days
,1,41.91,1267.82,,,Super-Jupiter,30-100 days
,1,21.01,7.79,,,Jupiter-sized,10-30 days
,1,98.56,6.58,,,Jupiter-sized,30-100 days
,1,7.82,389.56,,,Super-Jupiter,3-10 days
,1,14.94,595.57,,,Super-Jupiter,10-30 days
,1,99.32,7.47,,,Jupiter-sized,30-100 days
,1,23.77,9.71,,,Jupiter-sized,10-30 days
,1,18.04,613.12,,,Super-Jupiter,10-30 days
,1,4.88,342.96,,,Super-Jupiter,3-10 days
,1,20.72,236.72,,,Super-Jupiter,10-30 days
,1,99.62,7.88,,,Jupiter-sized,30-100 days
,1,10.3,171.86,,,Super-Jupiter,10-30 days
,1,11.02,225.2,,,Super-Jupiter,10-30 days
,1,44.69,8.0,,,Jupiter-sized,30-100 days
,1,13.05,1312.12,,,Super-Jupiter,10-30 days
,1,78.54,1.8,,,Super-Earth,30-100 days
,1,82.46,5.4,,,Jupiter-sized,30-100 days
,1,6.38,430.06,,,Super-Jupiter,3-10 days
,1,8.43,534.71,,,Super-Jupiter,3-10 days
,1,12.62,190.68,,,Super-Jupiter,10-30 days
,1,2.32,109.23,,,Super-Jupiter,<3 days
,1,10.14,127.6,,,Super-Jupiter,10-30 days
,1,13.35,233.17,,,Super-Jupiter,10-30 days
,1,4.98,124.41,,,Super-Jupiter,3-10 days
,1,61.53,7.04,,,Jupiter-sized,30-100 days
,1,2.56,78.52,,,Super-Jupiter,<3 days
,1,5.05,240.98,,,Super-Jupiter,3-10 days
,1,17.96,1111.78,,,Super-Jupiter,10-30 days
,1,1.22,101.63,,,Super-Jupiter,<3 days
,1,13.06,260.98,,,Super-Jupiter,10-30 days
,1,7.37,961.65,,,Super-Jupiter,3-10 days
,1,3.4,178.2,,,Super-Jupiter,3-10 days
,1,65.54,1.2,,,Earth-sized,30-100 days
,1,13.31,177.07,,,Super-Jupiter,10-30 days
,1,10.38,205.11,,,Super-Jupiter,10-30 days
,1,66.57,1.3,,,Super-Earth,30-100 days
,1,2.08,315.96,,,Super-Jupiter,<3 days
,1,15.96,858.21,,,Super-Jupiter,10-30 days
,1,1.34,66.26,,,Super-Jupiter,<3 days
,1,3.67,80.15,,,Super-Jupiter,3-10 days
,1,66.42,7.22,,,Jupiter-sized,30-100 days
,1,12.96,702.93,,,Super-Jupiter,10-30 days
,1,78.7,2.31,,,Neptune-sized,30-100 days
,1,8.68,180.33,,,Super-Jupiter,3-10 days
,1,9.29,154.58,,,Super-Jupiter,3-10 days
,1,5.01,235.57,,,Super-Jupiter,3-10 days
,1,52.06,6.97,,,Jupiter-sized,30-100 days
,1,6.35,135.27,,,Super-Jupiter,3-10 days
,1,93.41,1.88,,,Super-Earth,30-100 days
,1,56.15,2.98,,,Neptune-sized,30-100 days
,1,12.66,120.28,,,Super-Jupiter,10-30 days
,1,7.28,237.0,,,Super-Jupiter,3-10 days
,1,11.06,181.57,,,Super-Jupiter,10-30 days
,1,2.12,122.12,,,Super-Jupiter,<3 days
,1,6.4,9.83,,,Jupiter-sized,3-10 days
,1,12.38,244.72,,,Super-Jupiter,10-30 days
,1,15.26,9.87,,,Jupiter-sized,10-30 days
,1,1.76,893.5,,,Super-Jupiter,<3 days
,1,89.02,6.76,,,Jupiter-sized,30-100 days
,1,6.92,167.81,,,Super-Jupiter,3-10 days
,1,10.37,152.3,,,Super-Jupiter,10-30 days
,1,31.46,6.65,,,Jupiter-sized,30-100 days
,1,2.15,112.25,,,Super-Jupiter,<3 days
,1,4.65,110.88,,,Super-Jupiter,3-10 days
,1,9.24,144.9,,,Super-Jupiter,3-10 days
,1,37.4,7.97,,,Jupiter-sized,30-100 days
,1,4.85,193.46,,,Super-Jupiter,3-10 days
,1,39.57,2421.71,,,Super-Jupiter,30-100 days
,1,94.74,5.77,,,Jupiter-sized,30-100 days
,1,8.48,273.59,,,Super-Jupiter,3-10 days
,1,12.23,248.86,,,Super-Jupiter,10-30 days
,1,11.88,2916.71,,,Super-Jupiter,10-30 days
,1,38.74,2.68,,,Neptune-sized,30-100 days
,1,98.09,1.41,,,Super-Earth,30-100 days
,1,2.28,2597.04,,,Super-Jupiter,<3 days
,1,8.07,155.5,,,Super-Jupiter,3-10 days
,1,5.03,114.44,,,Super-Jupiter,3-10 days
,1,15.41,768.69,,,Super-Jupiter,10-30 days
,1,57.35,7.4,,,Jupiter-sized,30-100 days
,1,10.36,158.78,,,Super-Jupiter,10-30 days
,1,37.35,384.55,,,Super-Jupiter,30-100 days
,1,76.94,4.53,,,Jupiter-sized,30-100 days
,1,87.57,2.35,,,Neptune-sized,30-100 days
,1,4.87,203.23,,,Super-Jupiter,3-10 days
,1,4.26,195.11,,,Super-Jupiter,3-10 days
,1,1.9,84.47,,,Super-Jupiter,<3 days
,1,13.58,212.47,,,Super-Jupiter,10-30 days
,1,14.72,269.18,,,Super-Jupiter,10-30 days
,1,7.5,120.03,,,Super-Jupiter,3-10 days
,1,1.77,89.87,,,Super-Jupiter,<3 days
,1,42.04,8.23,,,Jupiter-sized,30-100 days
,1,7.1,139.23,,,Super-Jupiter,3-10 days
,1,1.3,1.07,,,Earth-sized,<3 days
,1,11.0,247.08,,,Super-Jupiter,10-30 days
,1,9.66,159.4,,,Super-Jupiter,3-10 days
,1,11.73,349.93,,,Super-Jupiter,10-30 days
,1,4.63,113.22,,,Super-Jupiter,3-10 days
,1,25.76,190.88,,,Super-Jupiter,10-30 days
,1,91.58,8.71,,,Jupiter-sized,30-100 days
,1,2.14,276.63,,,Super-Jupiter,<3 days
,1,9.18,3.6,,,Neptune-sized,3-10 days
,1,17.79,281.97,,,Super-Jupiter,10-30 days
,1,9.7,253.73,,,Super-Jupiter,3-10 days
,1,2.2,4960.02,,,Super-Jupiter,<3 days
,1,11.97,196.58,,,Super-Jupiter,10-30 days
,1,2.18,77.69,,,Super-Jupiter,<3 days
,1,55.43,7.4,,,Jupiter-sized,30-100 days
,1,11.19,444.57,,,Super-Jupiter,10-30 days
,1,6.62,4.68,,,Jupiter-sized,3-10 days
,1,31.5,254.24,,,Super-Jupiter,30-100 days
,1,70.88,6.83,,,Jupiter-sized,30-100 days
,1,13.3,458.88,,,Super-Jupiter,10-30 days
,1,49.44,1.37,,,Super-Earth,30-100 days
,1,63.58,5.56,,,Jupiter-sized,30-100 days
,1,15.39,6.2,,,Jupiter-sized,10-30 days
,1,51.56,7.24,,,Jupiter-sized,30-100 days
,1,1.77,115.96,,,Super-Jupiter,<3 days
,1,6.35,1.59,,,Super-Earth,3-10 days
,1,9.59,333.37,,,Super-Jupiter,3-10 days
,1,40.76,4.93,,,Jupiter-sized,30-100 days
,1,9.6,178.71,,,Super-Jupiter,3-10 days
,1,12.07,130.23,,,Super-Jupiter,10-30 days
,1,73.98,7.65,,,Jupiter-sized,30-100 days
,1,76.67,3.37,,,Neptune-sized,30-100 days
,1,1.76,1053.46,,,Super-Jupiter,<3 days
,1,36.32,419.82,,,Super-Jupiter,30-100 days
,1,48.78,5.74,,,Jupiter-sized,30-100 days
,1,8.76,2687.7,,,Super-Jupiter,3-10 days
,1,2.28,9.77,,,Jupiter-sized,<3 days
,1,2.48,5508.16,,,Super-Jupiter,<3 days
,1,2.62,99.69,,,Super-Jupiter,<3 days
,1,4.57,2113.25,,,Super-Jupiter,3-10 days
,1,51.87,8.17,,,Jupiter-sized,30-100 days
,1,2.48,5640.33,,,Super-Jupiter,<3 days
,1,1.29,77.49,,,Super-Jupiter,<3 days
,1,3.13,181.46,,,Super-Jupiter,3-10 days
,1,14.4,6.66,,,Jupiter-sized,10-30 days
,1,6.26,96.39,,,Super-Jupiter,3-10 days
,1,2.87,173.75,,,Super-Jupiter,<3 days
,1,44.95,1.99,,,Super-Earth,30-100 days
,1,2.33,150.94,,,Super-Jupiter,<3 days
,1,12.33,305.77,,,Super-Jupiter,10-30 days
,1,2.24,8.4,,,Jupiter-sized,<3 days
,1,75.57,9.99,,,Jupiter-sized,30-100 days
,1,9.53,121.9,,,Super-Jupiter,3-10 days
,1,28.74,197.05,,,Super-Jupiter,10-30 days
,1,19.45,2.28,,,Neptune-sized,10-30 days
,1,1.97,187.73,,,Super-Jupiter,<3 days
,1,17.45,2.81,,,Neptune-sized,10-30 days
,1,4.55,126.62,,,Super-Jupiter,3-10 days
,1,5.05,97.21,,,Super-Jupiter,3-10 days
,1,3.8,86.09,,,Super-Jupiter,3-10 days
,1,3.16,158.28,,,Super-Jupiter,3-10 days
,1,91.1,7.91,,,Jupiter-sized,30-100 days
,1,12.9,144.52,,,Super-Jupiter,10-30 days
,1,85.42,4.44,,,Jupiter-sized,30-100 days
,1,11.59,148.78,,,Super-Jupiter,10-30 days
,1,8.75,322.0,,,Super-Jupiter,3-10 days
,1,1.47,196.58,,,Super-Jupiter,<3 days
,1,12.08,183.43,,,Super-Jupiter,10-30 days
,1,89.7,4.13,,,Jupiter-sized,30-100 days
,1,2.76,71.26,,,Super-Jupiter,<3 days
,1,1.44,9.46,,,Jupiter-sized,<3 days
,1,63.64,4.44,,,Jupiter-sized,30-100 days
,1,1.25,1726.12,,,Super-Jupiter,<3 days
,1,22.75,6.11,,,Jupiter-sized,10-30 days
,1,10.86,141.52,,,Super-Jupiter,10-30 days
,1,24.99,2.44,,,Neptune-sized,10-30 days
,1,2.79,107.35,,,Super-Jupiter,<3 days
,1,36.57,6.98,,,Jupiter-sized,30-100 days
,1,1.26,2.85,,,Neptune-sized,<3 days
,1,10.78,170.1,,,Super-Jupiter,10-30 days
,1,17.9,7.97,,,Jupiter-sized,10-30 days
,1,5.4,301.12,,,Super-Jupiter,3-10 days
,1,12.54,237.81,,,Super-Jupiter,10-30 days
,1,10.11,291.81,,,Super-Jupiter,10-30 days
,1,3.42,151.61,,,Super-Jupiter,3-10 days
,1,14.22,490.72,,,Super-Jupiter,10-30 days
,1,1.48,83.77,,,Super-Jupiter,<3 days
,1,10.2,156.69,,,Super-Jupiter,10-30 days
,1,3.63,115.04,,,Super-Jupiter,3-10 days
,1,7.54,9.97,,,Jupiter-sized,3-10 days
,1,52.94,1.51,,,Super-Earth,30-100 days
,1,44.36,359.99,,,Super-Jupiter,30-100 days
,1,30.32,2.73,,,Neptune-sized,30-100 days
,1,3.47,113.19,,,Super-Jupiter,3-10 days
,1,84.55,8.18,,,Jupiter-sized,30-100 days
,1,59.46,2.55,,,Neptune-sized,30-100 days
,1,59.45,9.16,,,Jupiter-sized,30-100 days
,1,44.22,8.49,,,Jupiter-sized,30-100 days
,1,14.1,302.56,,,Super-Jupiter,10-30 days
,1,10.38,201.24,,,Super-Jupiter,10-30 days
,1,8.75,433.8,,,Super-Jupiter,3-10 days
,1,2.72,117.45,,,Super-Jupiter,<3 days
,1,11.33,276.68,,,Super-Jupiter,10-30 days
,1,51.24,5.16,,,Jupiter-sized,30-100 days
,1,13.3,355.46,,,Super-Jupiter,10-30 days
,1,94.44,8.18,,,Jupiter-sized,30-100 days
,1,7.05,99.02,,,Super-Jupiter,3-10 days
,1,45.74,9.23,,,Jupiter-sized,30-100 days
,1,4.9,150.63,,,Super-Jupiter,3-10 days
,1,29.46,1.76,,,Super-Earth,10-30 days
,1,60.23,6.74,,,Jupiter-sized,30-100 days
,1,8.0,108.35,,,Super-Jupiter,3-10 days
,1,18.4,8.87,,,Jupiter-sized,10-30 days
,1,4.15,1027.86,,,Super-Jupiter,3-10 days
,1,4.73,125.27,,,Super-Jupiter,3-10 days
,1,13.85,272.97,,,Super-Jupiter,10-30 days
,1,11.4,338.86,,,Super-Jupiter,10-30 days
,1,17.05,941.95,,,Super-Jupiter,10-30 days
,1,7.46,178.16,,,Super-Jupiter,3-10 days
,1,52.58,4.33,,,Jupiter-sized,30-100 days
,1,30.73,243.9,,,Super-Jupiter,30-100 days
,1,46.72,7.83,,,Jupiter-sized,30-100 days
,1,11.4,1.01,,,Earth-sized,10-30 days
,1,26.65,870.11,,,Super-Jupiter,10-30 days
,1,82.57,9.64,,,Jupiter-sized,30-100 days
,1,21.49,5.82,,,Jupiter-sized,10-30 days
,1,98.04,1.66,,,Super-Earth,30-100 days
,1,43.43,5.52,,,Jupiter-sized,30-100 days
,1,2.36,99.39,,,Super-Jupiter,<3 days
,1,4.68,7.2,,,Jupiter-sized,3-10 days
,1,24.84,4.18,,,Jupiter-sized,10-30 days
,1,10.41,220.72,,,Super-Jupiter,10-30 days
,1,12.51,195.33,,,Super-Jupiter,10-30 days
,1,7.5,122.89,,,Super-Jupiter,3-10 days
,1,4.81,181.49,,,Super-Jupiter,3-10 days
,1,3.63,143.22,,,Super-Jupiter,3-10 days
,1,10.52,109.4,,,Super-Jupiter,10-30 days
,1,1.35,254.92,,,Super-Jupiter,<3 days
,1,16.22,539.98,,,Super-Jupiter,10-30 days
,1,95.76,5.33,,,Jupiter-sized,30-100 days
,1,9.56,575.22,,,Super-Jupiter,3-10 days
,1,5.68,226.16,,,Super-Jupiter,3-10 days
,1,16.14,6.88,,,Jupiter-sized,10-30 days
,1,7.02,228.13,,,Super-Jupiter,3-10 days
,1,6.81,172.7,,,Super-Jupiter,3-10 days
,1,4.69,111.97,,,Super-Jupiter,3-10 days
,1,1.2,96.74,,,Super-Jupiter,<3 days
,1,43.96,675.34,,,Super-Jupiter,30-100 days
,1,33.5,3.91,,,Neptune-sized,30-100 days
,1,8.23,117.24,,,Super-Jupiter,3-10 days
,1,53.05,6.58,,,Jupiter-sized,30-100 days
,1,11.41,4.16,,,Jupiter-sized,10-30 days
,1,5.81,720.85,,,Super-Jupiter,3-10 days
,1,25.17,301.73,,,Super-Jupiter,10-30 days
,1,3.31,1248.01,,,Super-Jupiter,3-10 days
,1,1.4,91.22,,,Super-Jupiter,<3 days
,1,61.52,3.04,,,Neptune-sized,30-100 days
,1,7.7,124.68,,,Super-Jupiter,3-10 days
,1,28.9,6.91,,,Jupiter-sized,10-30 days
,1,5.69,197.65,,,Super-Jupiter,3-10 days
,1,5.39,315.0,,,Super-Jupiter,3-10 days
,1,57.77,7.23,,,Jupiter-sized,30-100 days
,1,3.02,93.57,,,Super-Jupiter,3-10 days
,1,4.29,459.06,,,Super-Jupiter,3-10 days
,1,7.25,788.42,,,Super-Jupiter,3-10 days
,1,55.39,5.35,,,Jupiter-sized,30-100 days
,1,85.57,6.89,,,Jupiter-sized,30-100 days
,1,1.2,1623.43,,,Super-Jupiter,<3 days
,1,79.51,8.61,,,Jupiter-sized,30-100 days
,1,38.65,8.05,,,Jupiter-sized,30-100 days
,1,3.84,108.23,,,Super-Jupiter,3-10 days
,1,4.58,148.71,,,Super-Jupiter,3-10 days
,1,3.68,86.08,,,Super-Jupiter,3-10 days
,1,75.92,5.56,,,Jupiter-sized,30-100 days
,1,14.44,4.7,,,Jupiter-sized,10-30 days
,1,9.3,143.0,,,Super-Jupiter,3-10 days
,1,37.38,2.36,,,Neptune-sized,30-100 days
,1,1.3,1677.11,,,Super-Jupiter,<3 days
,1,8.97,223.16,,,Super-Jupiter,3-10 days
,1,57.63,1.31,,,Super-Earth,30-100 days
,1,8.89,100.69,,,Super-Jupiter,3-10 days
,1,73.22,4.33,,,Jupiter-sized,30-100 days
,1,34.18,1.12,,,Earth-sized,30-100 days
,1,9.78,152.55,,,Super-Jupiter,3-10 days
,1,10.44,139.67,,,Super-Jupiter,10-30 days
,1,10.63,148.7,,,Super-Jupiter,10-30 days
,1,7.88,162.88,,,Super-Jupiter,3-10 days
,1,2.6,394.28,,,Super-Jupiter,<3 days
,1,2.62,113.35,,,Super-Jupiter,<3 days
,1,84.63,3.84,,,Neptune-sized,30-100 days
,1,11.26,195.57,,,Super-Jupiter,10-30 days
,1,11.12,332.52,,,Super-Jupiter,10-30 days
,1,9.08,136.11,,,Super-Jupiter,3-10 days
,1,51.3,8.38,,,Jupiter-sized,30-100 days
,1,59.33,7.12,,,Jupiter-sized,30-100 days
,1,85.38,3.03,,,Neptune-sized,30-100 days
,1,49.51,3.27,,,Neptune-sized,30-100 days
,1,12.21,286.42,,,Super-Jupiter,10-30 days
,1,7.28,158.9,,,Super-Jupiter,3-10 days
,1,34.7,3.85,,,Neptune-sized,30-100 days
,1,65.12,6.94,,,Jupiter-sized,30-100 days
,1,6.4,339.34,,,Super-Jupiter,3-10 days
,1,22.69,1.49,,,Super-Earth,10-30 days
,1,8.25,124.31,,,Super-Jupiter,3-10 days
,1,1.6,94.44,,,Super-Jupiter,<3 days
,1,3.16,163.77,,,Super-Jupiter,3-10 days
,1,9.47,116.21,,,Super-Jupiter,3-10 days
,1,4.14,246.28,,,Super-Jupiter,3-10 days
,1,60.34,5.52,,,Jupiter-sized,30-100 days
,1,6.57,135.6,,,Super-Jupiter,3-10 days
,1,16.39,177.91,,,Super-Jupiter,10-30 days
,1,36.43,7.41,,,Jupiter-sized,30-100 days
,1,4.55,140.88,,,Super-Jupiter,3-10 days
,1,5.5,120.33,,,Super-Jupiter,3-10 days
,1,12.77,149.84,,,Super-Jupiter,10-30 days
,1,4.66,141.92,,,Super-Jupiter,3-10 days
,1,14.84,1071.38,,,Super-Jupiter,10-30 days
,1,6.62,155.16,,,Super-Jupiter,3-10 days
,1,7.49,243.51,,,Super-Jupiter,3-10 days
,1,1.38,203.88,,,Super-Jupiter,<3 days
,1,1.67,68.18,,,Super-Jupiter,<3 days
,1,13.29,2928.5,,,Super-Jupiter,10-30 days
,1,12.55,9.69,,,Jupiter-sized,10-30 days
,1,12.48,145.96,,,Super-Jupiter,10-30 days
,1,4.88,369.97,,,Super-Jupiter,3-10 days
,1,76.05,5.7,,,Jupiter-sized,30-100 days
,1,18.23,229.03,,,Super-Jupiter,10-30 days
,1,7.89,314.04,,,Super-Jupiter,3-10 days
,1,53.44,6.72,,,Jupiter-sized,30-100 days
,1,85.99,1.02,,,Earth-sized,30-100 days
,1,13.56,206.56,,,Super-Jupiter,10-30 days
,1,10.32,191.4,,,Super-Jupiter,10-30 days
,1,25.85,8.86,,,Jupiter-sized,10-30 days
,1,69.55,7.69,,,Jupiter-sized,30-100 days
,1,11.09,964.0,,,Super-Jupiter,10-30 days
,1,92.7,6.11,,,Jupiter-sized,30-100 days
,1,53.46,3.91,,,Neptune-sized,30-100 days
,1,28.81,494.94,,,Super-Jupiter,10-30 days
,1,22.83,4.84,,,Jupiter-sized,10-30 days
,1,70.38,9.79,,,Jupiter-sized,30-100 days
,1,12.87,1332.0,,,Super-Jupiter,10-30 days
,1,4.5,468.16,,,Super-Jupiter,3-10 days
,1,8.04,158.1,,,Super-Jupiter,3-10 days
,1,89.25,9.11,,,Jupiter-sized,30-100 days
,1,16.74,644.63,,,Super-Jupiter,10-30 days
,1,25.09,6.36,,,Jupiter-sized,10-30 days
,1,75.62,8.38,,,Jupiter-sized,30-100 days
,1,14.0,252.6,,,Super-Jupiter,10-30 days
,1,9.56,223.59,,,Super-Jupiter,3-10 days
,1,23.79,3.02,,,Neptune-sized,10-30 days
,1,30.3,281.26,,,Super-Jupiter,30-100 days
,1,2.89,83.79,,,Super-Jupiter,<3 days
,1,9.0,127.01,,,Super-Jupiter,3-10 days
,1,4.71,113.66,,,Super-Jupiter,3-10 days
,1,12.06,168.91,,,Super-Jupiter,10-30 days
,1,2.44,275.86,,,Super-Jupiter,<3 days
,1,11.84,255.07,,,Super-Jupiter,10-30 days
,1,11.19,6452.69,,,Super-Jupiter,10-30 days
,1,8.44,389.26,,,Super-Jupiter,3-10 days
,1,31.82,8.42,,,Jupiter-sized,30-100 days
,1,56.91,4.92,,,Jupiter-sized,30-100 days
,1,7.43,140.98,,,Super-Jupiter,3-10 days
,1,5.14,120.99,,,Super-Jupiter,3-10 days
,1,7.21,154.23,,,Super-Jupiter,3-10 days
,1,9.8,224.17,,,Super-Jupiter,3-10 days
,1,9.23,124.34,,,Super-Jupiter,3-10 days
,1,39.84,2.58,,,Neptune-sized,30-100 days
,1,20.48,8.12,,,Jupiter-sized,10-30 days
,1,26.34,6.78,,,Jupiter-sized,10-30 days
,1,81.37,7.66,,,Jupiter-sized,30-100 days
,1,31.53,3.92,,,Neptune-sized,30-100 days
,1,9.87,146.71,,,Super-Jupiter,3-10 days
,1,1.96,89.85,,,Super-Jupiter,<3 days
,1,36.24,8.85,,,Jupiter-sized,30-100 days
,1,15.36,6.53,,,Jupiter-sized,10-30 days
,1,9.13,4.95,,,Jupiter-sized,3-10 days
,1,30.87,5.58,,,Jupiter-sized,30-100 days
,1,25.56,8.14,,,Jupiter-sized,10-30 days
,1,8.89,207.18,,,Super-Jupiter,3-10 days
,1,36.75,7.99,,,Jupiter-sized,30-100 days
,1,25.77,3.56,,,Neptune-sized,10-30 days
,1,76.19,3.08,,,Neptune-sized,30-100 days
,1,6.58,115.01,,,Super-Jupiter,3-10 days
,1,6.58,95.49,,,Super-Jupiter,3-10 days
,1,6.77,1890.94,,,Super-Jupiter,3-10 days
,1,3.67,135.33,,,Super-Jupiter,3-10 days
,1,64.34,4.93,,,Jupiter-sized,30-100 days
,1,12.48,239.77,,,Super-Jupiter,10-30 days
,1,85.87,5.04,,,Jupiter-sized,30-100 days
,1,4.29,1591.32,,,Super-Jupiter,3-10 days
,1,6.78,175.33,,,Super-Jupiter,3-10 days
,1,11.6,148.86,,,Super-Jupiter,10-30 days
,1,8.28,92.02,,,Super-Jupiter,3-10 days
,1,4.55,105.56,,,Super-Jupiter,3-10 days
,1,9.65,638.9,,,Super-Jupiter,3-10 days
,1,12.69,605.57,,,Super-Jupiter,10-30 days
,1,19.65,735.04,,,Super-Jupiter,10-30 days
,1,11.6,187.05,,,Super-Jupiter,10-30 days
,1,7.23,2.98,,,Neptune-sized,3-10 days
,1,8.03,203.73,,,Super-Jupiter,3-10 days
,1,9.45,126.75,,,Super-Jupiter,3-10 days
,1,78.15,1.56,,,Super-Earth,30-100 days
,1,1.67,3.39,,,Neptune-sized,<3 days
,1,7.37,194.72,,,Super-Jupiter,3-10 days
,1,77.55,2.2,,,Neptune-sized,30-100 days
,1,10.95,124.12,,,Super-Jupiter,10-30 days
,1,5.55,304.57,,,Super-Jupiter,3-10 days
,1,59.46,9.18,,,Jupiter-sized,30-100 days
,1,21.31,467.22,,,Super-Jupiter,10-30 days
,1,8.05,118.8,,,Super-Jupiter,3-10 days
,1,12.71,235.32,,,Super-Jupiter,10-30 days
,1,9.75,151.76,,,Super-Jupiter,3-10 days
,1,8.01,1.72,,,Super-Earth,3-10 days
,1,39.13,9.24,,,Jupiter-sized,30-100 days
