file,transit_count,period,radius_earth,semi_major_axis_au,equilibrium_temp_k,size_category,period_category
,1,57.27,8.27,,,Jupiter-sized,30-100 days
,1,8.52,250.04,,,Super-Jupiter,3-10 days
,1,18.67,2.8,,,Neptune-sized,10-30 days
,1,42.92,1.65,,,Super-Earth,30-100 days
,1,11.13,316.13,,,Super-Jupiter,10-30 days
,1,1.29,87.61,,,Super-Jupiter,<3 days
,1,82.23,8.2,,,Jupiter-sized,30-100 days
,1,85.41,5.53,,,Jupiter-sized,30-100 days
,1,9.6,105.99,,,Super-Jupiter,3-10 days
,1,13.31,306.33,,,Super-Jupiter,10-30 days
,1,12.74,210.83,,,Super-Jupiter,10-30 days
,1,10.52,247.52,,,Super-Jupiter,10-30 days
,1,63.08,2.01,,,Neptune-sized,30-100 days
,1,19.08,4.57,,,Jupiter-sized,10-30 days
,1,45.22,8.19,,,Jupiter-sized,30-100 days
,1,1.79,152.64,,,Super-Jupiter,<3 days
,1,3.49,160.26,,,Super-Jupiter,3-10 days
,1,87.08,5.27,,,Jupiter-sized,30-100 days
,1,93.02,5.36,,,Jupiter-sized,30-100 days
,1,1.83,89.66,,,Super-Jupiter,<3 days
,1,7.55,404.38,,,Super-Jupiter,3-10 days
,1,58.62,4.7,,,Jupiter-sized,30-100 days
,1,8.57,145.36,,,Super-Jupiter,3-10 days
,1,12.94,140.39,,,Super-Jupiter,10-30 days
,1,11.31,247.25,,,Super-Jupiter,10-30 days
,1,39.52,2.34,,,Neptune-sized,30-100 days
,1,32.07,5.68,,,Jupiter-sized,30-100 days
,1,5.19,196.12,,,Super-Jupiter,3-10 days
,1,61.22,2.8,,,Neptune-sized,30-100 days
,1,5.37,214.71,,,Super-Jupiter,3-10 days
,1,12.35,326.61,,,Super-Jupiter,10-30 days
,1,18.23,7.97,,,Jupiter-sized,10-30 days
,1,11.6,183.89,,,Super-Jupiter,10-30 days
,1,30.13,9.16,,,Jupiter-sized,30-100 days
,1,74.77,4.97,,,Jupiter-sized,30-100 days
,1,10.04,167.74,,,Super-Jupiter,10-30 days
,1,2.46,2309.16,,,Super-Jupiter,<3 days
,1,4.33,190.42,,,Super-Jupiter,3-10 days
,1,2.08,104.77,,,Super-Jupiter,<3 days
,1,9.16,136.87,,,Super-Jupiter,3-10 days
,1,18.39,385.88,,,Super-Jupiter,10-30 days
,1,3.23,2916.9,,,Super-Jupiter,3-10 days
,1,55.18,8.02,,,Jupiter-sized,30-100 days
,1,11.21,152.68,,,Super-Jupiter,10-30 days
,1,9.15,149.96,,,Super-Jupiter,3-10 days
,1,6.81,117.14,,,Super-Jupiter,3-10 days
,1,50.74,6.9,,,Jupiter-sized,30-100 days
,1,17.28,9.15,,,Jupiter-sized,10-30 days
,1,4.75,107.36,,,Super-Jupiter,3-10 days
,1,37.71,5.91,,,Jupiter-sized,30-100 days
,1,8.93,367.77,,,Super-Jupiter,3-10 days
,1,3.6,94.11,,,Super-Jupiter,3-10 days
,1,2.03,125.62,,,Super-Jupiter,<3 days
,1,3.39,97.29,,,Super-Jupiter,3-10 days
,1,6.21,185.02,,,Super-Jupiter,3-10 days
,1,2.77,120.45,,,Super-Jupiter,<3 days
,1,86.71,9.25,,,Jupiter-sized,30-100 days
,1,5.38,153.96,,,Super-Jupiter,3-10 days
,1,13.21,320.28,,,Super-Jupiter,10-30 days
,1,13.95,431.73,,,Super-Jupiter,10-30 days
,1,2.6,81.18,,,Super-Jupiter,<3 days
,1,11.37,238.56,,,Super-Jupiter,10-30 days
,1,8.77,111.86,,,Super-Jupiter,3-10 days
,1,18.75,1.73,,,Super-Earth,10-30 days
,1,2.45,153.06,,,Super-Jupiter,<3 days
,1,36.08,318.73,,,Super-Jupiter,30-100 days
,1,4.85,122.34,,,Super-Jupiter,3-10 days
,1,3.05,159.08,,,Super-Jupiter,3-10 days
,1,96.71,6.26,,,Jupiter-sized,30-100 days
,1,37.01,6.31,,,Jupiter-sized,30-100 days
,1,5.87,214.3,,,Super-Jupiter,3-10 days
,1,6.65,654.17,,,Super-Jupiter,3-10 days
,1,89.05,3.85,,,Neptune-sized,30-100 days
,1,10.1,441.45,,,Super-Jupiter,10-30 days
,1,1.38,91.3,,,Super-Jupiter,<3 days
,1,1.54,152.59,,,Super-Jupiter,<3 days
,1,12.54,264.25,,,Super-Jupiter,10-30 days
,1,72.8,4.96,,,Jupiter-sized,30-100 days
,1,16.71,233.98,,,Super-Jupiter,10-30 days
,1,12.16,154.17,,,Super-Jupiter,10-30 days
,1,92.93,2.12,,,Neptune-sized,30-100 days
,1,8.39,234.15,,,Super-Jupiter,3-10 days
,1,75.46,2.37,,,Neptune-sized,30-100 days
,1,81.41,8.26,,,Jupiter-sized,30-100 days
,1,13.27,246.27,,,Super-Jupiter,10-30 days
,1,5.47,481.0,,,Super-Jupiter,3-10 days
,1,86.07,4.45,,,Jupiter-sized,30-100 days
,1,91.03,2.29,,,Neptune-sized,30-100 days
,1,7.28,171.22,,,Super-Jupiter,3-10 days
,1,7.58,105.63,,,Super-Jupiter,3-10 days
,1,6.9,138.46,,,Super-Jupiter,3-10 days
,1,8.67,148.62,,,Super-Jupiter,3-10 days
,1,91.19,5.35,,,Jupiter-sized,30-100 days
,1,4.76,6.99,,,Jupiter-sized,3-10 days
,1,31.6,1013.41,,,Super-Jupiter,30-100 days
,1,7.05,156.38,,,Super-Jupiter,3-10 days
,1,24.96,8.66,,,Jupiter-sized,10-30 days
,1,66.28,7.5,,,Jupiter-sized,30-100 days
,1,43.43,288.07,,,Super-Jupiter,30-100 days
,1,6.39,117.68,,,Super-Jupiter,3-10 days
,1,16.59,2.39,,,Neptune-sized,10-30 days
,1,75.18,9.52,,,Jupiter-sized,30-100 days
,1,4.83,131.28,,,Super-Jupiter,3-10 days
,1,55.93,7.71,,,Jupiter-sized,30-100 days
,1,41.71,7.28,,,Jupiter-sized,30-100 days
,1,89.91,4.94,,,Jupiter-sized,30-100 days
,1,40.57,386.73,,,Super-Jupiter,30-100 days
,1,11.11,195.23,,,Super-Jupiter,10-30 days
,1,9.47,268.69,,,Super-Jupiter,3-10 days
,1,8.91,119.74,,,Super-Jupiter,3-10 days
,1,1.58,63.05,,,Super-Jupiter,<3 days
,1,91.88,5.21,,,Jupiter-sized,30-100 days
,1,2.57,134.12,,,Super-Jupiter,<3 days
,1,2.47,6.85,,,Jupiter-sized,<3 days
,1,11.21,240.3,,,Super-Jupiter,10-30 days
,1,6.13,111.28,,,Super-Jupiter,3-10 days
,1,12.92,286.49,,,Super-Jupiter,10-30 days
,1,39.75,6.71,,,Jupiter-sized,30-100 days
,1,36.25,1.89,,,Super-Earth,30-100 days
,1,39.49,2.56,,,Neptune-sized,30-100 days
,1,79.68,6.63,,,Jupiter-sized,30-100 days
,1,13.35,263.31,,,Super-Jupiter,10-30 days
,1,2.23,74.38,,,Super-Jupiter,<3 days
,1,67.92,3.93,,,Neptune-sized,30-100 days
,1,15.78,941.77,,,Super-Jupiter,10-30 days
,1,69.92,7.22,,,Jupiter-sized,30-100 days
,1,8.13,9.74,,,Jupiter-sized,3-10 days
,1,7.43,9.59,,,Jupiter-sized,3-10 days
,1,83.93,1.76,,,Super-Earth,30-100 days
,1,47.04,7.45,,,Jupiter-sized,30-100 days
,1,4.62,1488.88,,,Super-Jupiter,3-10 days
,1,69.29,2.28,,,Neptune-sized,30-100 days
,1,2.89,169.85,,,Super-Jupiter,<3 days
,1,76.94,5.91,,,Jupiter-sized,30-100 days
,1,18.36,3.54,,,Neptune-sized,10-30 days
,1,4.96,148.75,,,Super-Jupiter,3-10 days
,1,1.59,117.89,,,Super-Jupiter,<3 days
,1,80.33,6.91,,,Jupiter-sized,30-100 days
,1,2.21,8520.23,,,Super-Jupiter,<3 days
,1,57.46,2.36,,,Neptune-sized,30-100 days
,1,25.54,925.23,,,Super-Jupiter,10-30 days
,1,21.17,494.29,,,Super-Jupiter,10-30 days
,1,48.65,3.79,,,Neptune-sized,30-100 days
,1,11.69,141.17,,,Super-Jupiter,10-30 days
,1,63.07,1.46,,,Super-Earth,30-100 days
,1,13.76,227.84,,,Super-Jupiter,10-30 days
,1,82.22,7.43,,,Jupiter-sized,30-100 days
,1,37.75,1.68,,,Super-Earth,30-100 days
,1,8.52,115.04,,,Super-Jupiter,3-10 days
,1,31.83,4.93,,,Jupiter-sized,30-100 days
,1,8.19,551.43,,,Super-Jupiter,3-10 days
,1,13.04,267.8,,,Super-Jupiter,10-30 days
,1,3.91,107.84,,,Super-Jupiter,3-10 days
,1,84.08,9.74,,,Jupiter-sized,30-100 days
,1,61.81,5.09,,,Jupiter-sized,30-100 days
,1,29.51,3.98,,,Neptune-sized,10-30 days
,1,76.13,6.78,,,Jupiter-sized,30-100 days
,1,77.83,7.13,,,Jupiter-sized,30-100 days
,1,13.24,181.62,,,Super-Jupiter,10-30 days
,1,1.83,319.91,,,Super-Jupiter,<3 days
,1,21.87,194.46,,,Super-Jupiter,10-30 days
,1,5.4,2248.09,,,Super-Jupiter,3-10 days
,1,34.76,8.33,,,Jupiter-sized,30-100 days
,1,13.24,154.18,,,Super-Jupiter,10-30 days
,1,6.68,9.9,,,Jupiter-sized,3-10 days
,1,5.11,109.66,,,Super-Jupiter,3-10 days
,1,1.51,63.35,,,Super-Jupiter,<3 days
,1,50.89,7.09,,,Jupiter-sized,30-100 days
,1,97.03,5.42,,,Jupiter-sized,30-100 days
,1,3.77,97.06,,,Super-Jupiter,3-10 days
,1,12.95,233.73,,,Super-Jupiter,10-30 days
,1,57.07,5.01,,,Jupiter-sized,30-100 days
,1,11.69,127.05,,,Super-Jupiter,10-30 days
,1,57.47,5.04,,,Jupiter-sized,30-100 days
,1,3.23,166.88,,,Super-Jupiter,3-10 days
,1,10.12,140.85,,,Super-Jupiter,10-30 days
,1,20.56,4.42,,,Jupiter-sized,10-30 days
,1,35.69,1027.77,,,Super-Jupiter,30-100 days
,1,5.98,1871.75,,,Super-Jupiter,3-10 days
,1,87.82,2.11,,,Neptune-sized,30-100 days
,1,41.92,303.25,,,Super-Jupiter,30-100 days
,1,48.71,1.32,,,Super-Earth,30-100 days
,1,34.5,5.93,,,Jupiter-sized,30-100 days
,1,76.59,9.41,,,Jupiter-sized,30-100 days
,1,7.12,180.83,,,Super-Jupiter,3-10 days
,1,52.43,1.12,,,Earth-sized,30-100 days
,1,2.82,289.4,,,Super-Jupiter,<3 days
,1,7.88,176.68,,,Super-Jupiter,3-10 days
,1,84.68,4.1,,,Jupiter-sized,30-100 days
,1,4.22,351.82,,,Super-Jupiter,3-10 days
,1,23.12,2.01,,,Neptune-sized,10-30 days
,1,9.52,424.18,,,Super-Jupiter,3-10 days
,1,5.47,232.19,,,Super-Jupiter,3-10 days
,1,10.84,240.27,,,Super-Jupiter,10-30 days
,1,79.88,2.84,,,Neptune-sized,30-100 days
,1,11.02,196.62,,,Super-Jupiter,10-30 days
,1,72.51,4.44,,,Jupiter-sized,30-100 days
,1,16.08,527.84,,,Super-Jupiter,10-30 days
,1,9.76,147.99,,,Super-Jupiter,3-10 days
,1,13.17,1080.56,,,Super-Jupiter,10-30 days
,1,42.52,1900.14,,,Super-Jupiter,30-100 days
,1,13.35,205.95,,,Super-Jupiter,10-30 days
,1,6.51,162.75,,,Super-Jupiter,3-10 days
,1,13.33,5.84,,,Jupiter-sized,10-30 days
,1,64.23,1.72,,,Super-Earth,30-100 days
,1,41.71,584.86,,,Super-Jupiter,30-100 days
,1,5.66,144.6,,,Super-Jupiter,3-10 days
,1,85.14,2.99,,,Neptune-sized,30-100 days
,1,40.81,3.23,,,Neptune-sized,30-100 days
,1,47.93,2.63,,,Neptune-sized,30-100 days
,1,8.32,1.94,,,Super-Earth,3-10 days
,1,4.25,544.63,,,Super-Jupiter,3-10 days
,1,24.45,4.48,,,Jupiter-sized,10-30 days
,1,31.15,5.52,,,Jupiter-sized,30-100 days
,1,6.3,153.89,,,Super-Jupiter,3-10 days
,1,89.83,4.32,,,Jupiter-sized,30-100 days
,1,1.34,93.19,,,Super-Jupiter,<3 days
,1,39.12,5964.63,,,Super-Jupiter,30-100 days
,1,38.24,5.86,,,Jupiter-sized,30-100 days
,1,51.88,9.01,,,Jupiter-sized,30-100 days
,1,13.35,793.25,,,Super-Jupiter,10-30 days
,1,8.08,164.14,,,Super-Jupiter,3-10 days
,1,1.66,76.87,,,Super-Jupiter,<3 days
,1,10.52,109.4,,,Super-Jupiter,10-30 days
,1,57.55,7.76,,,Jupiter-sized,30-100 days
,1,2.86,616.45,,,Super-Jupiter,<3 days
,1,13.71,474.74,,,Super-Jupiter,10-30 days
,1,13.48,649.13,,,Super-Jupiter,10-30 days
,1,60.66,5.96,,,Jupiter-sized,30-100 days
,1,1.38,107.25,,,Super-Jupiter,<3 days
,1,11.54,934.7,,,Super-Jupiter,10-30 days
,1,12.42,2.17,,,Neptune-sized,10-30 days
,1,89.74,2.26,,,Neptune-sized,30-100 days
,1,87.56,9.79,,,Jupiter-sized,30-100 days
,1,13.31,156.3,,,Super-Jupiter,10-30 days
,1,46.68,6.7,,,Jupiter-sized,30-100 days
,1,23.71,1343.53,,,Super-Jupiter,10-30 days
,1,13.65,167.39,,,Super-Jupiter,10-30 days
,1,82.51,4.51,,,Jupiter-sized,30-100 days
,1,36.48,2.4,,,Neptune-sized,30-100 days
,1,56.2,1.54,,,Super-Earth,30-100 days
,1,62.09,4.16,,,Jupiter-sized,30-100 days
,1,70.31,9.91,,,Jupiter-sized,30-100 days
,1,21.06,777.12,,,Super-Jupiter,10-30 days
,1,1.52,81.94,,,Super-Jupiter,<3 days
,1,27.58,8.29,,,Jupiter-sized,10-30 days
,1,30.76,232.07,,,Super-Jupiter,30-100 days
,1,67.29,5.08,,,Jupiter-sized,30-100 days
,1,16.07,9.07,,,Jupiter-sized,10-30 days
,1,1.49,882.14,,,Super-Jupiter,<3 days
,1,8.69,401.53,,,Super-Jupiter,3-10 days
,1,29.14,8.11,,,Jupiter-sized,10-30 days
,1,15.07,867.91,,,Super-Jupiter,10-30 days
,1,15.06,256.24,,,Super-Jupiter,10-30 days
,1,4.8,391.34,,,Super-Jupiter,3-10 days
,1,29.23,7.43,,,Jupiter-sized,10-30 days
,1,11.16,249.85,,,Super-Jupiter,10-30 days
,1,1.82,3.9,,,Neptune-sized,<3 days
,1,83.01,4.72,,,Jupiter-sized,30-100 days
,1,62.91,6.05,,,Jupiter-sized,30-100 days
,1,10.92,476.34,,,Super-Jupiter,10-30 days
,1,50.51,9.32,,,Jupiter-sized,30-100 days
,1,90.63,3.17,,,Neptune-sized,30-100 days
,1,40.72,8.94,,,Jupiter-sized,30-100 days
,1,69.43,6.74,,,Jupiter-sized,30-100 days
,1,9.02,189.49,,,Super-Jupiter,3-10 days
,1,9.71,146.36,,,Super-Jupiter,3-10 days
,1,13.79,151.88,,,Super-Jupiter,10-30 days
,1,2.26,9.99,,,Jupiter-sized,<3 days
,1,65.03,6.65,,,Jupiter-sized,30-100 days
,1,73.91,1.19,,,Earth-sized,30-100 days
,1,5.82,167.9,,,Super-Jupiter,3-10 days
,1,4.36,102.07,,,Super-Jupiter,3-10 days
,1,4.05,331.63,,,Super-Jupiter,3-10 days
,1,21.54,7.16,,,Jupiter-sized,10-30 days
,1,2.83,162.25,,,Super-Jupiter,<3 days
,1,5.41,2141.98,,,Super-Jupiter,3-10 days
,1,12.62,226.88,,,Super-Jupiter,10-30 days
,1,4.25,1327.25,,,Super-Jupiter,3-10 days
,1,13.26,197.58,,,Super-Jupiter,10-30 days
,1,79.13,6.88,,,Jupiter-sized,30-100 days
,1,7.3,165.51,,,Super-Jupiter,3-10 days
,1,65.08,1.53,,,Super-Earth,30-100 days
,1,14.27,823.3,,,Super-Jupiter,10-30 days
,1,16.55,1151.41,,,Super-Jupiter,10-30 days
,1,1.66,2867.35,,,Super-Jupiter,<3 days
,1,31.65,193.0,,,Super-Jupiter,30-100 days
,1,4.4,99.0,,,Super-Jupiter,3-10 days
,1,11.55,277.85,,,Super-Jupiter,10-30 days
,1,40.29,1673.97,,,Super-Jupiter,30-100 days
,1,32.57,3.2,,,Neptune-sized,30-100 days
,1,2.93,106.09,,,Super-Jupiter,<3 days
,1,12.55,239.67,,,Super-Jupiter,10-30 days
,1,13.53,163.51,,,Super-Jupiter,10-30 days
,1,10.15,175.41,,,Super-Jupiter,10-30 days
,1,7.26,114.97,,,Super-Jupiter,3-10 days
,1,66.35,5.9,,,Jupiter-sized,30-100 days
,1,99.34,9.16,,,Jupiter-sized,30-100 days
,1,48.31,429.08,,,Super-Jupiter,30-100 days
,1,11.12,140.24,,,Super-Jupiter,10-30 days
,1,89.48,2.18,,,Neptune-sized,30-100 days
,1,22.69,2.89,,,Neptune-sized,10-30 days
,1,11.25,223.6,,,Super-Jupiter,10-30 days
,1,2.03,111.87,,,Super-Jupiter,<3 days
,1,8.1,126.86,,,Super-Jupiter,3-10 days
,1,17.02,6.76,,,Jupiter-sized,10-30 days
,1,1.37,99.85,,,Super-Jupiter,<3 days
,1,14.44,1607.69,,,Super-Jupiter,10-30 days
,1,81.52,5.49,,,Jupiter-sized,30-100 days
,1,51.35,1.98,,,Super-Earth,30-100 days
,1,4.7,115.91,,,Super-Jupiter,3-10 days
,1,5.76,154.91,,,Super-Jupiter,3-10 days
,1,27.7,4.61,,,Jupiter-sized,10-30 days
,1,62.85,5.1,,,Jupiter-sized,30-100 days
,1,3.58,4.89,,,Jupiter-sized,3-10 days
,1,14.8,178.26,,,Super-Jupiter,10-30 days
,1,63.55,1.64,,,Super-Earth,30-100 days
,1,12.2,285.06,,,Super-Jupiter,10-30 days
,1,11.61,103.32,,,Super-Jupiter,10-30 days
,1,6.81,134.85,,,Super-Jupiter,3-10 days
,1,11.44,198.45,,,Super-Jupiter,10-30 days
,1,3.71,88.27,,,Super-Jupiter,3-10 days
,1,21.77,8.31,,,Jupiter-sized,10-30 days
,1,4.14,209.38,,,Super-Jupiter,3-10 days
,1,20.74,3.92,,,Neptune-sized,10-30 days
,1,6.48,146.31,,,Super-Jupiter,3-10 days
,1,23.96,715.81,,,Super-Jupiter,10-30 days
,1,78.03,4.35,,,Jupiter-sized,30-100 days
,1,29.11,273.83,,,Super-Jupiter,10-30 days
,1,8.83,124.67,,,Super-Jupiter,3-10 days
,1,6.13,201.09,,,Super-Jupiter,3-10 days
,1,48.5,291.81,,,Super-Jupiter,30-100 days
,1,63.43,6.43,,,Jupiter-sized,30-100 days
,1,12.61,479.72,,,Super-Jupiter,10-30 days
,1,70.94,4.7,,,Jupiter-sized,30-100 days
,1,27.75,9.46,,,Jupiter-sized,10-30 days
,1,8.59,255.7,,,Super-Jupiter,3-10 days
,1,3.61,101.06,,,Super-Jupiter,3-10 days
,1,18.33,5.19,,,Jupiter-sized,10-30 days
,1,13.6,212.02,,,Super-Jupiter,10-30 days
,1,41.28,1.95,,,Super-Earth,30-100 days
,1,1.76,304.86,,,Super-Jupiter,<3 days
,1,82.44,8.76,,,Jupiter-sized,30-100 days
,1,43.13,1.2,,,Earth-sized,30-100 days
,1,18.84,899.0,,,Super-Jupiter,10-30 days
,1,88.09,9.97,,,Jupiter-sized,30-100 days
,1,12.05,365.36,,,Super-Jupiter,10-30 days
,1,89.7,4.38,,,Jupiter-sized,30-100 days
,1,34.37,8.86,,,Jupiter-sized,30-100 days
,1,69.25,5.37,,,Jupiter-sized,30-100 days
,1,28.6,1.65,,,Super-Earth,10-30 days
,1,97.23,1.92,,,Super-Earth,30-100 days
,1,55.38,8.4,,,Jupiter-sized,30-100 days
,1,3.67,156.24,,,Super-Jupiter,3-10 days
,1,55.05,8.88,,,Jupiter-sized,30-100 days
,1,36.91,2.89,,,Neptune-sized,30-100 days
,1,4.79,290.99,,,Super-Jupiter,3-10 days
,1,99.88,6.66,,,Jupiter-sized,30-100 days
,1,82.79,5.9,,,Jupiter-sized,30-100 days
,1,35.05,7.21,,,Jupiter-sized,30-100 days
,1,77.86,5.21,,,Jupiter-sized,30-100 days
,1,6.78,286.14,,,Super-Jupiter,3-10 days
,1,12.49,617.28,,,Super-Jupiter,10-30 days
,1,5.75,8.84,,,Jupiter-sized,3-10 days
,1,4.88,121.68,,,Super-Jupiter,3-10 days
,1,58.28,4.26,,,Jupiter-sized,30-100 days
,1,16.91,3.55,,,Neptune-sized,10-30 days
,1,4.67,311.67,,,Super-Jupiter,3-10 days
,1,8.89,147.11,,,Super-Jupiter,3-10 days
,1,16.29,656.85,,,Super-Jupiter,10-30 days
,1,7.25,316.5,,,Super-Jupiter,3-10 days
,1,1.89,79.92,,,Super-Jupiter,<3 days
,1,1.99,191.05,,,Super-Jupiter,<3 days
,1,12.2,179.86,,,Super-Jupiter,10-30 days
,1,93.32,9.38,,,Jupiter-sized,30-100 days
,1,34.65,4.2,,,Jupiter-sized,30-100 days
,1,54.62,4.66,,,Jupiter-sized,30-100 days
,1,13.31,226.95,,,Super-Jupiter,10-30 days
,1,68.81,8.53,,,Jupiter-sized,30-100 days
,1,81.58,1.61,,,Super-Earth,30-100 days
,1,13.15,154.34,,,Super-Jupiter,10-30 days
,1,88.4,5.17,,,Jupiter-sized,30-100 days
,1,2.04,145.14,,,Super-Jupiter,<3 days
,1,3.56,219.52,,,Super-Jupiter,3-10 days
,1,10.73,157.06,,,Super-Jupiter,10-30 days
,1,4.77,158.85,,,Super-Jupiter,3-10 days
,1,1.38,110.67,,,Super-Jupiter,<3 days
,1,37.86,8.2,,,Jupiter-sized,30-100 days
,1,89.41,2.6,,,Neptune-sized,30-100 days
,1,11.24,433.68,,,Super-Jupiter,10-30 days
,1,1.24,154.62,,,Super-Jupiter,<3 days
,1,73.26,1.96,,,Super-Earth,30-100 days
,1,25.26,468.78,,,Super-Jupiter,10-30 days
,1,44.06,6.89,,,Jupiter-sized,30-100 days
,1,55.07,6.12,,,Jupiter-sized,30-100 days
,1,7.8,2.74,,,Neptune-sized,3-10 days
,1,15.27,2.47,,,Neptune-sized,10-30 days
,1,31.63,564.89,,,Super-Jupiter,30-100 days
,1,45.63,5.82,,,Jupiter-sized,30-100 days
,1,85.89,4.04,,,Jupiter-sized,30-100 days
,1,17.08,5.73,,,Jupiter-sized,10-30 days
,1,7.89,2.52,,,Neptune-sized,3-10 days
,1,10.64,117.64,,,Super-Jupiter,10-30 days
,1,1.43,119.15,,,Super-Jupiter,<3 days
,1,8.54,157.94,,,Super-Jupiter,3-10 days
,1,4.57,2776.33,,,Super-Jupiter,3-10 days
,1,5.28,171.0,,,Super-Jupiter,3-10 days
,1,1.48,90.8,,,Super-Jupiter,<3 days
,1,2.94,70.82,,,Super-Jupiter,<3 days
,1,5.15,103.79,,,Super-Jupiter,3-10 days
,1,5.48,118.93,,,Super-Jupiter,3-10 days
,1,17.86,2.1,,,Neptune-sized,10-30 days
,1,4.44,433.07,,,Super-Jupiter,3-10 days
,1,11.63,247.88,,,Super-Jupiter,10-30 days
,1,10.83,108.38,,,Super-Jupiter,10-30 days
,1,4.89,1595.91,,,Super-Jupiter,3-10 days
,1,57.66,5.62,,,Jupiter-sized,30-100 days
,1,12.77,343.36,,,Super-Jupiter,10-30 days
,1,48.22,2.13,,,Neptune-sized,30-100 days
,1,7.24,98.14,,,Super-Jupiter,3-10 days
,1,41.16,7.58,,,Jupiter-sized,30-100 days
,1,2.94,70.29,,,Super-Jupiter,<3 days
,1,4.63,149.75,,,Super-Jupiter,3-10 days
,1,56.85,1.51,,,Super-Earth,30-100 days
,1,47.19,6.83,,,Jupiter-sized,30-100 days
,1,63.24,3.67,,,Neptune-sized,30-100 days
,1,51.01,8.68,,,Jupiter-sized,30-100 days
,1,19.78,5.21,,,Jupiter-sized,10-30 days
,1,62.48,4.04,,,Jupiter-sized,30-100 days
,1,72.02,7.7,,,Jupiter-sized,30-100 days
,1,3.8,192.65,,,Super-Jupiter,3-10 days
,1,65.27,1.82,,,Super-Earth,30-100 days
,1,8.07,229.61,,,Super-Jupiter,3-10 days
,1,86.61,8.49,,,Jupiter-sized,30-100 days
,1,7.21,153.83,,,Super-Jupiter,3-10 days
,1,72.72,5.1,,,Jupiter-sized,30-100 days
,1,34.31,3.93,,,Neptune-sized,30-100 days
,1,25.53,2.17,,,Neptune-sized,10-30 days
,1,9.76,127.32,,,Super-Jupiter,3-10 days
,1,12.01,188.61,,,Super-Jupiter,10-30 days
,1,12.74,219.49,,,Super-Jupiter,10-30 days
,1,10.73,513.02,,,Super-Jupiter,10-30 days
,1,12.6,8.16,,,Jupiter-sized,10-30 days
,1,85.66,8.44,,,Jupiter-sized,30-100 days
,1,6.46,152.62,,,Super-Jupiter,3-10 days
,1,65.59,5.38,,,Jupiter-sized,30-100 days
,1,42.39,1.41,,,Super-Earth,30-100 days
,1,12.47,164.78,,,Super-Jupiter,10-30 days
,1,11.88,487.05,,,Super-Jupiter,10-30 days
,1,90.86,1.16,,,Earth-sized,30-100 days
,1,5.4,2169.08,,,Super-Jupiter,3-10 days
,1,50.16,4.46,,,Jupiter-sized,30-100 days
,1,4.73,131.24,,,Super-Jupiter,3-10 days
,1,5.73,119.67,,,Super-Jupiter,3-10 days
,1,2.66,91.06,,,Super-Jupiter,<3 days
,1,12.69,305.39,,,Super-Jupiter,10-30 days
,1,69.29,3.09,,,Neptune-sized,30-100 days
,1,6.43,578.58,,,Super-Jupiter,3-10 days
,1,2.94,91.14,,,Super-Jupiter,<3 days
,1,7.05,266.98,,,Super-Jupiter,3-10 days
,1,49.01,5.21,,,Jupiter-sized,30-100 days
,1,9.17,204.97,,,Super-Jupiter,3-10 days
,1,45.5,8.47,,,Jupiter-sized,30-100 days
,1,13.17,220.85,,,Super-Jupiter,10-30 days
,1,10.06,283.85,,,Super-Jupiter,10-30 days
,1,47.92,8.5,,,Jupiter-sized,30-100 days
,1,5.34,81.19,,,Super-Jupiter,3-10 days
,1,9.94,585.98,,,Super-Jupiter,3-10 days
,1,20.68,5.07,,,Jupiter-sized,10-30 days
,1,2.37,100.27,,,Super-Jupiter,<3 days
,1,42.53,9.99,,,Jupiter-sized,30-100 days
,1,85.9,1.18,,,Earth-sized,30-100 days
,1,1.25,95.65,,,Super-Jupiter,<3 days
,1,32.48,330.18,,,Super-Jupiter,30-100 days
,1,5.45,472.94,,,Super-Jupiter,3-10 days
,1,6.52,4372.31,,,Super-Jupiter,3-10 days
,1,71.74,9.97,,,Jupiter-sized,30-100 days
,1,6.9,86.76,,,Super-Jupiter,3-10 days
,1,44.1,2.25,,,Neptune-sized,30-100 days
,1,11.9,8.21,,,Jupiter-sized,10-30 days
,1,9.24,116.31,,,Super-Jupiter,3-10 days
,1,7.16,160.38,,,Super-Jupiter,3-10 days
,1,3.61,86.12,,,Super-Jupiter,3-10 days
,1,69.86,1.96,,,Super-Earth,30-100 days
,1,2.36,95.38,,,Super-Jupiter,<3 days
,1,14.77,516.03,,,Super-Jupiter,10-30 days
,1,16.13,4.3,,,Jupiter-sized,10-30 days
,1,79.07,4.91,,,Jupiter-sized,30-100 days
,1,7.51,195.23,,,Super-Jupiter,3-10 days
,1,13.85,243.87,,,Super-Jupiter,10-30 days
,1,1.48,1212.32,,,Super-Jupiter,<3 days
,1,5.82,150.47,,,Super-Jupiter,3-10 days
,1,1.75,111.71,,,Super-Jupiter,<3 days
,1,2.14,426.35,,,Super-Jupiter,<3 days
,1,9.97,402.86,,,Super-Jupiter,3-10 days
,1,73.92,1.48,,,Super-Earth,30-100 days
,1,7.05,140.02,,,Super-Jupiter,3-10 days
,1,40.01,2.36,,,Neptune-sized,30-100 days
,1,90.85,5.9,,,Jupiter-sized,30-100 days
,1,4.07,157.71,,,Super-Jupiter,3-10 days
,1,2.82,92.4,,,Super-Jupiter,<3 days
,1,14.74,754.45,,,Super-Jupiter,10-30 days
,1,4.91,102.12,,,Super-Jupiter,3-10 days
