target_id,period
229747848,4.8420438
229770036,2.14056
272635712,12.71672
267263253,4.1269046
233953967,5.5402372
201248411,0.980972
417676622,5.3987355
198186769,7.16199
199688472,1.4412175
202504234,1.6849938
219015370,3.9152737
219852584,3.1968838
219854185,3.9443668
229536616,3.93034
237104103,4.5371361
258777134,5.929405
263003176,14.3392144
293687315,2.8716983
356867115,6.0964074
356867115,
441797803,5.6666168
185405474,1.56029
186000935,8.8735214
155005217,7.6047417
176957796,4.8173797
155114483,5.2651271
162130054,5.0095595
164150539,6.1600888
176899385,3.8529998
190430205,1.06884
190442486,5.4561177
190743990,1.7380504
240613164,1.99143
249812036,5.7785318
252490659,1132.0244686
277683130,6.1982658
274170255,1.41072
275722992,6.5601782
276360911,0.44482
313506357,1.532703
328167090,0.7131492
329864959,4.52318
343019899,25.8386422
343442463,0.78381
346338552,4.4652986
353038705,3.062624
62483237,11.0708575
365389353,2.6380089
389182138,2.7260173
416987878,2.86876
430528566,0.5590256
431156009,2.958148
468472950,0.98736
468845640,3.99307
64553698,8.6795072
66445643,6.5560604
66783360,1.3812787
140068425,2.2813432
258801269,5.48923
259126549,7.3845072
259129875,0.43889
328750515,2.3359622
352239069,6.8674054
352239069,14.431887
387834907,12.64001
231736113,10.5739824
69747919,9.9783319
364186197,4.4247042
364186197,2.2222094
115771549,4.7182888
403224672,1.0082361
199444169,1.2168732
116483514,1.4520486
116483734,4.731977
119700084,6.1182129
125442121,3.0197807
148782377,14.4204896
158025009,1.0697621
1718201850,5.9294089
336740528,5.2958813
279177746,4.4350025
365683032,1.4287976
372264750,2.1702725
277566483,24.2544697
357972447,0.33759
275501623,1.67346
416624606,2.5152549
410153553,0.4629304
330468175,0.70902
277447970,2.237462
395142888,1.9173816
230017325,9.6926509
26880783,1.7753644
367099243,1.8286961
120602501,14.8626982
129539786,2.0881134
136971594,1.25562
256783784,6.1095756
13684720,12.4379715
138588540,29.871853
153976959,0.6858178
154383539,0.8675883
198356533,18.840891
229650439,5.1396666
229650439,9.4280902
232982558,27.6438617
261136679,6.267832
233617847,15.5174519
233617847,4.6274206
233951353,22.092974
235683377,0.4090681
237232044,23.5407467
258514800,0.4702719
259172391,9.8130697
259172391,4.7842093
294471966,6.3170657
294471966,4.5057387
298073824,1.2273079
343628284,8.0970819
356158613,
356158613,2.3691849
265612438,5.13002
377293776,2.0439268
417931607,16.5379864
420112589,11.0619937
198390247,6.5886877
198390247,4.3135263
294179385,2.6794168
387259626,3.6231364
199376584,18.712253
176860064,6.3768174
164173105,3.0726434
224600500,0.6763235
311035838,2.8997405
425934411,0.8533534
321857016,6.9561134
329277372,2.8879675
333473672,13.001789
346418409,2.7556532
